# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
2637	Achang_Longchuan	all / whole, the	pʐa⁵⁵ pʐa⁵⁵	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	i m n t + i m n t	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	301 302
4199	Xiandao	all / whole, the	chot⁵⁵	ch o t ⁵⁵	i n c t	ch o t ⁵⁵	307
5811	Atsi	all / whole, the	pan²¹ʃoʔ⁵⁵	p a n ²¹ + ʃ o ʔ ⁵⁵	i n c t + i n c t	p a n ²¹ + ʃ o ʔ ⁵⁵	303 304
7512	Maru	all / whole, the	pəŋ³¹ʃɔʔ⁵⁵	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	303 304
9192	Bola	all / whole, the	pɛ̃⁵⁵ʃaʔ⁵⁵	p ɛ̃ ∼ ⁵⁵ + ʃ a ʔ ⁵⁵	i n c t + i n c t	p ɛ̃ ∼ ⁵⁵ + ʃ a ʔ ⁵⁵	303 304
10840	Lashi	all / whole, the	pan³¹ʃɔ̱ʔ⁵⁵	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	303 304
#
1029	Rangoon	alone	tɑ⁵³jɑuʔ⁴thɛ⁵⁵	t ɑ ⁵³ + /ʔ j ɑ u ʔ ⁴ + tʰ ɛ ⁵⁵	i n t + i m n N c t + i n t	t ɑ ⁵³ + /ʔ j ɑ u ʔ ⁴ + tʰ ɛ ⁵⁵	15341 319 320
5963	Atsi	alone	pau⁵⁵tsă²¹	p a u ⁵⁵ + ts ă ²¹	i n N t + i n t	p a u ⁵⁵ + ts ă ²¹	315 15341
7646	Maru	alone	tă³¹jauk³¹	t ă ³¹ + /ʔ j au k ³¹	i n t + i m n c t	t ă ³¹ + /ʔ j au k ³¹	15341 317
9340	Bola	alone	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t	/ʔ j ɔ̃ ∼ ³¹	317
10966	Lashi	alone	ŋjan³¹puk⁵⁵	ŋ j a n ³¹ + /ʔ p u k ⁵⁵	i m n c t + i m n i t	ŋ j a n ³¹ + /ʔ p u	317 318
#
1064	Rangoon	alter	pjɑ̃u⁵⁵se²²	p j ɑ̃ u ∼ ⁵⁵ + s e ²²	i m n N c t + i n t	p j ɑ̃ u ∼ ⁵⁵ + s e ²²	332 333
2814	Achang_Longchuan	alter	pen³⁵	p e n ³⁵	i n c t	p e n ³⁵	326
5999	Atsi	alter	lo̱ʔ⁵⁵lai⁵⁵	ˀl o ʔ ⁵⁵ + l a i ⁵⁵	i n c t + i n N t	ˀl o ʔ ⁵⁵ + l a i ⁵⁵	10453 328
9375	Bola	alter	tøʔ³¹nɔ̱̃⁵⁵	t ø ʔ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	i n c t + i n c t	t ø ʔ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	329 330
10994	Lashi	alter	sa̱ːi⁵³lə̱ːk⁵⁵	ˀs aːi ⁵³ + ˀl əː k ⁵⁵	i n t + i n c t	ˀs aːi ⁵³ + ˀl əː k ⁵⁵	331 10453
#
56	Rangoon	aluminum	dɑ̃²²	d ɑ̃ ∼ ²²	i n c t	d ɑ̃ ∼ ²²	336
4993	Atsi	aluminum	tan⁵⁵	t a n ⁵⁵	i n c t	t a n ⁵⁵	336
6777	Maru	aluminum	tsha³¹	tsh a ³¹	i n t	tsh a ³¹	338
8404	Bola	aluminum	saŋ⁵⁵phɔ⁵⁵	s a ŋ ⁵⁵ + ph ɔ ⁵⁵	i n c t + i n t	s a ŋ ⁵⁵ + ph ɔ ⁵⁵	336 337
#
213	Rangoon	ancestors / forebears	pho⁵⁵bwɑ⁵⁵bi²²bĩ²²	pʰ o ⁵⁵ + b w ɑ ⁵⁵ + b i ²² + b ĩ ∼ ²²	i n t + i m n t + i n t + i n c t	pʰ o ⁵⁵ + b w ɑ ⁵⁵ + b - i - ²² + b ĩ ∼ ²²	349 350 345 351
2027	Achang_Longchuan	ancestors / forebears	len³⁵	l e n ³⁵	i n c t	l e n ³⁵	342
3679	Xiandao	ancestors / forebears	lin³⁵	l i n ³⁵	i n c t	l i n ³⁵	342
5146	Atsi	ancestors / forebears	tʃi̱⁵⁵vo̱i⁵⁵	ˀtʃ i ⁵⁵ + ˀv o i ⁵⁵	i n t + i n N t	ˀtʃ i ⁵⁵ + ˀv o i ⁵⁵	343 344
6913	Maru	ancestors / forebears	phuk⁵⁵phjik⁵⁵	ph u k ⁵⁵ + ph j i k ⁵⁵	i n c t + i m n c t	ph u k ⁵⁵ + ph j i k ⁵⁵	348 345
8550	Bola	ancestors / forebears	phau³⁵phi³¹	ph au ³⁵ + ph i ³¹	i n t + i n t	ph - au - ³⁵ + ph i ³¹	345 346
10268	Lashi	ancestors / forebears	phou⁵⁵phji⁵⁵	ph ou ⁵⁵ + ph j i ⁵⁵	i n t + i m n t	ph ou ⁵⁵ + ph j i - ⁵⁵	347 345
#
738	Rangoon	ancient times, in	ɕe⁵⁵tθɑ⁵³jɑ̃²²jɔ⁵⁵ɑ⁵³khɑ²²	ɕ e ⁵⁵ + tθ ɑ ⁵³ + /ʔ j ɑ̃ ∼ ²² + /ʔ j ɔ ⁵⁵ + /ʔ ɑ ⁵³ + kʰ ɑ ²²	i n t + i n t + i m n c t + i m n t + i n t + i n t	ɕ e ⁵⁵ + tθ ɑ ⁵³ + /ʔ j ɑ̃ ∼ ²² + /ʔ j ɔ ⁵⁵ + /ʔ ɑ ⁵³ + kʰ ɑ ²²	363 364 365 366 5331 357
2498	Achang_Longchuan	ancient times, in	ku³¹lai⁵⁵	k u ³¹ + l ai ⁵⁵	i n t + i n t	k u ³¹ + l ai - ⁵⁵	357 358
4071	Xiandao	ancient times, in	kɔ̆³⁵lai⁵⁵	k ɔ̆ ³⁵ + l ai ⁵⁵	i n t + i n t	k ɔ̆ ³⁵ + l ai - ⁵⁵	357 358
5667	Atsi	ancient times, in	a²¹na̱m²¹	/ʔ a ²¹ + ˀn a m ²¹	i n t + i n c t	/ʔ a ²¹ + ˀn a m ²¹	5331 360
7374	Maru	ancient times, in	a³¹pja̱t³¹	/ʔ a ³¹ + ˀp j a t ³¹	i n t + i m n c t	/ʔ a ³¹ + ˀp j a t ³¹	5331 362
9048	Bola	ancient times, in	kə̆³¹la̱ŋ⁵⁵	k ə̆ ³¹ + ˀl a ŋ ⁵⁵	i n t + i n c t	k ə̆ ³¹ + ˀl a ŋ ⁵⁵	357 358
10703	Lashi	ancient times, in	ko⁵⁵la̱ŋ³³ko⁵⁵na̱m⁵³	k o ⁵⁵ + ˀl a ŋ ³³ + k o ⁵⁵ + ˀn a m ⁵³	i n t + i n c t + i n t + i n c t	k o ⁵⁵ + ˀl a ŋ ³³ + k o ⁵⁵ + ˀn a m ⁵³	357 358 361 360
#
1518	Rangoon	angry, be / take offense	dɔ⁵⁵pwɑ⁵³	d ɔ ⁵⁵ + p w ɑ ⁵³	i n t + i m n t	d ɔ ⁵⁵ + p w ɑ ⁵³	383 384
3229	Achang_Longchuan	angry, be / take offense	tsit⁵⁵	ts i t ⁵⁵	i n c t	ts i t ⁵⁵	378
4704	Xiandao	angry, be / take offense	tsit⁵⁵	ts i t ⁵⁵	i n c t	ts i t ⁵⁵	378
6452	Atsi	angry, be / take offense	ni̱k⁵⁵ jo²¹	ˀn i k ⁵⁵ + /ʔ j o ²¹	i n c t + i m n t	ˀn i k ⁵⁵ + /ʔ j o ²¹	7931 8774
8088	Maru	angry, be / take offense	na̱k⁵⁵ jo³¹	ˀn a k ⁵⁵ + /ʔ j o ³¹	i n c t + i m n t	ˀn a k ⁵⁵ + /ʔ j o ³¹	7931 8774
9814	Bola	angry, be / take offense	na̱k⁵⁵tʃam³¹ja³¹	ˀn a k ⁵⁵ + tʃ a m ³¹ + /ʔ j a ³¹	i n c t + i n c t + i m n t	ˀn a k ⁵⁵ + tʃ a m ³¹ + /ʔ j a ³¹	7931 381 8774
11379	Lashi	angry, be / take offense	nə̱k⁵⁵jɔː³³	ˀn ə k ⁵⁵ + /ʔ j ɔː ³³	i n c t + i m n t	ˀn ə k ⁵⁵ + /ʔ j ɔː ³³	7931 8774
11862	Old_Burmese	angry, be / take offense	myak	m j a k ⁴	i m n c t	m j a k ⁴	382
#
1786	Rangoon	animal / beast (note:+carnivore)	tθɑ⁵⁵jɛ⁵⁵ti⁵³reʔ⁴shɑ̃²²	tθ ɑ ⁵⁵ + /ʔ j ɛ ⁵⁵ + t i ⁵³ + r e ʔ ⁴ + sʰ ɑ̃ ∼ ²²	i n t + i m n t + i n t + i n c t + i n c t	tθ ɑ ⁵⁵ + /ʔ j ɛ ⁵⁵ + t i ⁵³ + r e ʔ ⁴ + sʰ ɑ̃ ∼ ²²	2946 396 398 399 395
6715	Atsi	animal / beast (note:+carnivore)	tu²¹sat²¹	t u ²¹ + s a t ²¹	i n t + i n c t	t u ²¹ + s a t ²¹	2946 394
10077	Bola	animal / beast (note:+carnivore)	sɛ̃⁵⁵ja³¹tsai⁵⁵	s ɛ̃ ∼ ⁵⁵ + /ʔ j a ³¹ + ts ai ⁵⁵	i n c t + i m n t + i n t	s ɛ̃ ∼ ⁵⁵ + /ʔ j a ³¹ + ts ai ⁵⁵	395 396 397
11602	Lashi	animal / beast (note:+carnivore)	sei⁵⁵jɔ³¹	s ei ⁵⁵ + /ʔ j ɔ ³¹	i n t + i m n t	s ei - ⁵⁵ + /ʔ j ɔ ³¹	395 396
#
4056	Xiandao	animals (twelve) representing the twelve years	an³⁵	/ʔ a n ³⁵	i n c t	/ʔ a n ³⁵	410
5651	Atsi	animals (twelve) representing the twelve years	tsan⁵¹vut⁵⁵	ts a n ⁵¹ + v u t ⁵⁵	i n c t + i n c t	ts a n ⁵¹ + v u t ⁵⁵	9354 407
9032	Bola	animals (twelve) representing the twelve years	tɛ̃⁵⁵vɛʔ⁵⁵lun³¹	t ɛ̃ ∼ ⁵⁵ + v ɛ ʔ ⁵⁵ + l u n ³¹	i n c t + i n c t + i n c t	t ɛ̃ ∼ ⁵⁵ + v ɛ ʔ ⁵⁵ + l u n ³¹	9354 408 409
#
103	Rangoon	ankle	tɕhe²²mjɛʔ⁴si⁵³	tɕʰ e ²² + m j ɛ ʔ ⁴ + s i ⁵³	i n t + i m n c t + i n t	tɕʰ - e - ²² + m j ɛ ʔ ⁴ + s i ⁵³	2224 417 418
1927	Achang_Longchuan	ankle	tɕhi⁵⁵tɔʔ⁵⁵	tɕʰ i ⁵⁵ + t ɔ ʔ ⁵⁵	i n t + i n c t	tɕʰ - i - ⁵⁵ + t ɔ ʔ ⁵⁵	2224 414
3586	Xiandao	ankle	chi⁵⁵tʂham³¹	ch i ⁵⁵ + tʂh a m ³¹	i n t + i n c t	ch - i - ⁵⁵ + tʂh a m ³¹	2224 416
5039	Atsi	ankle	ku̱²¹tʃhaŋ²¹tʃhap⁵⁵	ˀk u ²¹ + tʃʰ a ŋ ²¹ + tʃʰ a p ⁵⁵	i n t + i n c t + i n c t	ˀk u ²¹ + tʃʰ a ŋ ²¹ + tʃʰ a p ⁵⁵	415 416 414
6820	Maru	ankle	khjik³¹tʃhɛʔ⁵⁵	kh j i k ³¹ + tʃh ɛ ʔ ⁵⁵	i m n c t + i n c t	kh j i k ³¹ + tʃh ɛ ʔ ⁵⁵	2224 414
8450	Bola	ankle	khji⁵⁵tʃhɛʔ⁵⁵	khj i ⁵⁵ + tʃh ɛ ʔ ⁵⁵	i n t + i n c t	khj - i - ⁵⁵ + tʃh ɛ ʔ ⁵⁵	2224 414
#
1292	Rangoon	answer / reply	phje²²	pʰ j e ²²	i m n t	pʰ j e ²²	429
3021	Achang_Longchuan	answer / reply	thu³¹	tʰ u ³¹	i n t	tʰ u ³¹	428
6226	Atsi	answer / reply	tu̱²¹	ˀt u ²¹	i n t	ˀt u ²¹	428
7880	Maru	answer / reply	ta̱u³⁵	ˀt au ³⁵	i n t	ˀt au ³⁵	428
9592	Bola	answer / reply	tu̱³⁵	ˀt u ³⁵	i n t	ˀt u ³⁵	428
11181	Lashi	answer / reply	tu̱ː⁵⁵	ˀt uː ⁵⁵	i n t	ˀt uː ⁵⁵	428
#
346	Rangoon	ant	pɑ⁵³jwɛʔ⁴sheʔ⁴	p ɑ ⁵³ + /ʔ ɥ ɛ ʔ ⁴ + sʰ e ʔ ⁴	i n t + i m n c t + i n c t	p ɑ - ⁵³ + /ʔ ɥ ɛ ʔ ⁴ + sʰ e ʔ ⁴	437 440 441
2148	Achang_Longchuan	ant	tɕhi⁵⁵man⁵⁵	tɕʰ i ⁵⁵ + m a n ⁵⁵	i n t + i n c t	tɕʰ i ⁵⁵ + m a n ⁵⁵	435 436
3795	Xiandao	ant	chaŋ³¹m̥an⁵⁵	ch a ŋ ³¹ + m̥ a n ⁵⁵	i n c t + i n c t	ch a ŋ ³¹ + m̥ a n ⁵⁵	442 436
5280	Atsi	ant	pau⁵¹voʔ⁵⁵	p a u ⁵¹ + v o ʔ ⁵⁵	i n N t + i n c t	p a u ⁵¹ + v o ʔ ⁵⁵	437 10617
7033	Maru	ant	phə̆³¹ɣuk³¹	ph ə̆ ³¹ + ɣ u k ³¹	i n t + i n c t	ph ə̆ - ³¹ + ɣ u k ³¹	437 10617
8670	Bola	ant	phə̆³¹ɣɔʔ³¹	ph ə̆ ³¹ + ɣ ɔ ʔ ³¹	i n t + i n c t	ph ə̆ - ³¹ + ɣ ɔ ʔ ³¹	437 10617
10384	Lashi	ant	la³¹jɛt ³¹	l a ³¹ + /ʔ j ɛ t ³¹	i n t + i m n c t	l a ³¹ + /ʔ j ɛ t ³¹	439 440
#
113	Rangoon	anus	sɑ⁵³o²²	s ɑ ⁵³ + /ʔ o ²²	i n t + i n t	s ɑ ⁵³ + /ʔ o ²²	455 456
1937	Achang_Longchuan	anus	tɕhi³¹tuŋ³¹tuŋ³¹	tɕʰ i ³¹ + t u ŋ ³¹ + t u ŋ ³¹	i n t + i n c t + i n c t	tɕʰ i - ³¹ + t - u ŋ ³¹ + t u ŋ ³¹	451 452 453
3595	Xiandao	anus	khɯ̆³¹tuŋ³¹	kh ɯ̆ ³¹ + t u ŋ ³¹	i n t + i n c t	kh ɯ̆ - ³¹ + t - u ŋ ³¹	451 452
5049	Atsi	anus	tʃhĭ⁵⁵toŋ²¹	tʃʰ ĭ ⁵⁵ + t o ŋ ²¹	i n t + i n c t	tʃʰ ĭ - ⁵⁵ + t - o ŋ ²¹	451 452
6829	Maru	anus	tʃhauk⁵⁵puŋ⁵⁵	tʃh au k ⁵⁵ + p u ŋ ⁵⁵	i n c t + i n c t	tʃh au k ⁵⁵ + p u ŋ ⁵⁵	451 454
8460	Bola	anus	tʃhauʔ⁵⁵	tʃh au ʔ ⁵⁵	i n c t	tʃh au ʔ ⁵⁵	451
10186	Lashi	anus	tʃhə̆⁵⁵khuŋ⁵⁵tuaŋ³³	tʃh ə̆ ⁵⁵ + kh u ŋ ⁵⁵ + t u a ŋ ³³	i n t + i n c t + i m n c t	tʃh ə̆ - ⁵⁵ + kh u ŋ ⁵⁵ + t u a ŋ ³³	451 454 452
#
1230	Rangoon	apply (ointment)	õ²²	/ʔ õ ∼ ²²	i n c t	/ʔ õ ∼ ²²	469
2965	Achang_Longchuan	apply (ointment)	phɔk⁵⁵	pʰ ɔ k ⁵⁵	i n c t	pʰ ɔ k ⁵⁵	16995
4476	Xiandao	apply (ointment)	çot⁵⁵	ç o t ⁵⁵	i n c t	ç o t ⁵⁵	470
6162	Atsi	apply (ointment)	ta̱p⁵⁵	ˀt a p ⁵⁵	i n c t	ˀt a p ⁵⁵	468
7822	Maru	apply (ointment)	xap⁵⁵	x a p ⁵⁵	i n c t	x a p ⁵⁵	468
9529	Bola	apply (ointment)	thap⁵⁵	th a p ⁵⁵	i n c t	th a p ⁵⁵	468
11130	Lashi	apply (ointment)	pɔ̱ː⁵⁵	ˀp ɔː ⁵⁵	i n t	ˀp ɔː - ⁵⁵	16995
#
1778	Rangoon	arm	lɛʔ⁴mɑ̃u⁵⁵	l ɛ ʔ ⁴ + m ɑ̃ u ∼ ⁵⁵	i n c t + i n N c t	l ɛ ʔ ⁴ + m ɑ̃ u ∼ ⁵⁵	6143 7254
3476	Achang_Longchuan	arm	lɔʔ⁵⁵san⁵⁵	l ɔ ʔ ⁵⁵ + s a n ⁵⁵	i n c t + i n c t	l ɔ ʔ ⁵⁵ + s a n ⁵⁵	6143 476
4930	Xiandao	arm	lɔʔ⁵⁵ʐum³¹	l ɔ ʔ ⁵⁵ + ʐ u m ³¹	i n c t + i n c t	l ɔ ʔ ⁵⁵ + ʐ u m ³¹	6143 480
6711	Atsi	arm	loʔ²¹pu⁵⁵	l o ʔ ²¹ + p u ⁵⁵	i n c t + i n t	l o ʔ ²¹ + p - u ⁵⁵	6143 477
8344	Maru	arm	lɔʔ³¹pau³⁵	l ɔ ʔ ³¹ + p au ³⁵	i n c t + i n t	l ɔ ʔ ³¹ + p - au ³⁵	6143 477
10071	Bola	arm	laʔ³¹pu³⁵	l a ʔ ³¹ + p u ³⁵	i n c t + i n t	l a ʔ ³¹ + p - u ³⁵	6143 477
11598	Lashi	arm	lɔʔ³¹pu⁵³	l ɔ ʔ ³¹ + /ʔ p u ⁵³	i n c t + i m n t	l ɔ ʔ ³¹ + /ʔ p u ⁵³	6143 477
12037	Old_Burmese	arm	aʔ◦mo₂ṅḥ	ʔ a ⁵³ + m ʊ ŋ ⁵⁵	i n t + i n c t	ʔ a ⁵³ + m ʊ - ŋ ⁵⁵	478 7254
#
91	Rangoon	armpit	tɕhɑ̃i⁵⁵	tɕʰ ɑ̃ i ∼ ⁵⁵	i n N c t	tɕʰ - ɑ̃ i ∼ ⁵⁵	498
1915	Achang_Longchuan	armpit	kă³¹liŋ³⁵tʂhuaʔ⁵⁵	k ă ³¹ + l i ŋ ³⁵ + tʂʰ ua ʔ ⁵⁵	i n t + i n c t + i n c t	k ă ³¹ + l i ŋ ³⁵ + tʂʰ - ua ʔ ⁵⁵	19 493 494
3574	Xiandao	armpit	lɔʔ³¹san⁵⁵khʐoʔ⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵ + khʐ o ʔ ⁵⁵	i n c t + i n c t + i n c t	l ɔ ʔ ³¹ + s a n ⁵⁵ + khʐ o ʔ ⁵⁵	499 500 497
5027	Atsi	armpit	kă²¹tʃo̱k⁵⁵khoŋ²¹	k ă ²¹ + ˀtʃ o k ⁵⁵ + kʰ o ŋ ²¹	i n t + i n c t + i n c t	k ă ²¹ + ˀtʃ o k ⁵⁵ + kʰ o ŋ ²¹	19 495 496
6808	Maru	armpit	lɔʔ³¹tʃhɛʔ⁵⁵	l ɔ ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t	l ɔ ʔ ³¹ + tʃh - ɛ ʔ ⁵⁵	497 494
8438	Bola	armpit	laʔ³¹tʃhɛʔ⁵⁵	l a ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t	l a ʔ ³¹ + tʃh - ɛ ʔ ⁵⁵	497 494
10165	Lashi	armpit	lɔʔ³¹tʃnap⁵⁵	l ɔ ʔ ³¹ + tʃ n a p ⁵⁵	i n c t + i m n c t	l ɔ ʔ ³¹ + tʃ n a p ⁵⁵	497 494
11819	Old_Burmese	armpit	khyuiṅḥ	kh j ə ŋ ⁵⁵	i m n c t	kh j ə - ŋ ⁵⁵	498
#
1167	Rangoon	arrive	jɑuʔ⁴	/ʔ j ɑ u ʔ ⁴	i m n N c t	/ʔ j ɑ u ʔ ⁴	511
2908	Achang_Longchuan	arrive	te³⁵	t e ³⁵	i n t	t e ³⁵	510
4426	Xiandao	arrive	tɛ³⁵	t ɛ ³⁵	i n t	t ɛ ³⁵	510
6101	Atsi	arrive	tʃe⁵⁵	tʃ e ⁵⁵	i n t	tʃ e ⁵⁵	510
7767	Maru	arrive	tʃø³⁵	tʃ ø ³⁵	i n t	tʃ ø ³⁵	510
9473	Bola	arrive	tʃø³⁵	tʃ ø ³⁵	i n t	tʃ ø ³⁵	510
11082	Lashi	arrive	tʃyː⁵⁵	tʃ yː ⁵⁵	i n t	tʃ yː ⁵⁵	510
#
1012	Rangoon	arrogant / conceited	mɑ²²nɑ⁵³tɕi⁵⁵	m ɑ ²² + /ʔ n ɑ ⁵³ + tɕ i ⁵⁵	i n t + i m n t + i n t	m ɑ ²² + /ʔ n ɑ ⁵³ + tɕ i ⁵⁵	521 522 523
5945	Atsi	arrogant / conceited	ŋu̱t⁵⁵pun²¹	ˀŋ u t ⁵⁵ + p u n ²¹	i n c t + i n c t	ˀŋ u t ⁵⁵ + p u n ²¹	518 519
9323	Bola	arrogant / conceited	ŋɔ̱̃³⁵	ˀŋ ɔ̃ ∼ ³⁵	i n c t	ˀŋ ɔ̃ ∼ ³⁵	520
#
598	Rangoon	arrow	hmjɑ⁵⁵	m̥ j ɑ ⁵⁵	i m n t	m̥ j ɑ - ⁵⁵	525
2380	Achang_Longchuan	arrow	m̥ʐua³¹	m̥ ʐ ua ³¹	i m n t	m̥ ʐ ua - ³¹	525
3975	Xiandao	arrow	mʐɔ³¹	mʐ ɔ ³¹	i n t	mʐ - ɔ - ³¹	525
5527	Atsi	arrow	lai²¹mjo²¹	l a i ²¹ + m j o ²¹	i n N t + i m n t	l a i ²¹ + m j o - ²¹	7956 525
7256	Maru	arrow	la³⁵mjɔk³¹	l a ³⁵ + m j ɔ k ³¹	i n t + i m n c t	l a - ³⁵ + m j ɔ k ³¹	7956 525
8916	Bola	arrow	li³¹ʃɿ³⁵	l i ³¹ + ʃ ɿ ³⁵	i n t + i n t	l i - ³¹ + ʃ ɿ ³⁵	7956 6825
10594	Lashi	arrow	mjo³³ʃɿ⁵⁵	m j o ³³ + ʃ ɿ ⁵⁵	i m n t + i n t	m j o - ³³ + ʃ ɿ ⁵⁵	525 6825
11945	Old_Burmese	arrow	mla	m l a ²²	i m n t	m l a - ²²	525
#
1604	Rangoon	ask / question	me⁵⁵	m e ⁵⁵	i n t	m - e - ⁵⁵	539
3313	Achang_Longchuan	ask / question	ȵi³¹	ȵ i ³¹	i n t	ȵ i ³¹	538
4782	Xiandao	ask / question	ni³¹	n i ³¹	i n t	n i ³¹	538
6539	Atsi	ask / question	mji²¹	m j i ²¹	i m n t	m j i - ²¹	539
8173	Maru	ask / question	mjik⁵⁵	m j i k ⁵⁵	i m n c t	m j i k ⁵⁵	539
9900	Bola	ask / question	məi³¹	m əi ³¹	i n t	m - əi - ³¹	539
11455	Lashi	ask / question	mjeːi³³	m j eːi ³³	i m n t	m j eːi - ³³	539
12092	Old_Burmese	ask / question	miyḥ	m ə j ⁵⁵	i n c t	m - ə j ⁵⁵	539
#
1270	Rangoon	ask s.b. to come here / fetch	khɔ²²	kʰ ɔ ²²	i n t	kʰ ɔ ²²	549
3005	Achang_Longchuan	ask s.b. to come here / fetch	kʐə⁵⁵	k ʐ ə ⁵⁵	i m n t	k ʐ ə ⁵⁵	2263
4512	Xiandao	ask s.b. to come here / fetch	xɤ⁵⁵	x ɤ ⁵⁵	i n t	x - ɤ ⁵⁵	2263
6204	Atsi	ask s.b. to come here / fetch	vut²¹	v u t ²¹	i n c t	v - u t ²¹	548
7861	Maru	ask s.b. to come here / fetch	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t	/ʔ j ɔ̃ ∼ ³¹	548
9570	Bola	ask s.b. to come here / fetch	jɔ̃⁵⁵	/ʔ j ɔ̃ ∼ ⁵⁵	i m n c t	/ʔ j ɔ̃ ∼ ⁵⁵	548
11166	Lashi	ask s.b. to come here / fetch	juːt³¹	/ʔ j uː t ³¹	i m n c t	/ʔ j uː t ³¹	548
#
913	Rangoon	askew / awry / slanting	sɑ̃u⁵⁵	s ɑ̃ u ∼ ⁵⁵	i n N c t	s ɑ̃ u ∼ ⁵⁵	557
2669	Achang_Longchuan	askew / awry / slanting	mai³¹	m ai ³¹	i n t	m ai ³¹	555
4225	Xiandao	askew / awry / slanting	ŋ̊am³¹	ŋ̊ a m ³¹	i n c t	ŋ̊ a m ³¹	558
5844	Atsi	askew / awry / slanting	jo̱n⁵⁵	ˀ/ʔ j o n ⁵⁵	i m n c t	ˀ/ʔ j o n ⁵⁵	556
7543	Maru	askew / awry / slanting	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t	ˀ/ʔ j a k ⁵⁵	556
9224	Bola	askew / awry / slanting	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t	ˀ/ʔ j a k ⁵⁵	556
10870	Lashi	askew / awry / slanting	ju̱ːn⁵³	ˀ/ʔ j uː n ⁵³	i m n c t	ˀ/ʔ j uː n ⁵³	556
#
1544	Rangoon	asleep, fall	pjɔ²²	p j ɔ ²²	i m n t	p j ɔ ²²	567
3255	Achang_Longchuan	asleep, fall	e³¹ mui³⁵	/ʔ e ³¹ + m ui ³⁵	i n t + i n t	/ʔ e ³¹ + m - ui - ³⁵	563 564
4726	Xiandao	asleep, fall	it⁵⁵ mui³¹	/ʔ i t ⁵⁵ + m ui ³¹	i n c t + i n t	/ʔ - i t ⁵⁵ + m - ui - ³¹	15060 564
6478	Atsi	asleep, fall	ju̱p⁵⁵ to̱²¹	ˀ/ʔ j u p ⁵⁵ + ˀt o ²¹	i m n c t + i n t	ˀ/ʔ j u p ⁵⁵ + ˀt o ²¹	15060 566
8114	Maru	asleep, fall	jap³¹ mji̱k⁵⁵	/ʔ j a p ³¹ + ˀm j i k ⁵⁵	i m n c t + i m n c t	/ʔ j a p ³¹ + ˀm j i k ⁵⁵	15060 564
9840	Bola	asleep, fall	ja̱p⁵⁵ta̱³⁵	ˀ/ʔ j a p ⁵⁵ + ˀt a ³⁵	i m n c t + i n t	ˀ/ʔ j a p ⁵⁵ + ˀt a ³⁵	15060 566
11403	Lashi	asleep, fall	ju̱ːp⁵⁵mje̱ːi⁵⁵	ˀ/ʔ j uː p ⁵⁵ + ˀm j eːi ⁵⁵	i m n c t + i m n t	ˀ/ʔ j uː p ⁵⁵ + ˀm j eːi - ⁵⁵	15060 564
#
1306	Rangoon	assemble / muster (a team)	su⁵³si⁵⁵	s u ⁵³ + s i ⁵⁵	i n t + i n t	s u ⁵³ + s i ⁵⁵	578 579
6240	Atsi	assemble / muster (a team)	tsi̱ŋ²¹	ˀts i ŋ ²¹	i n c t	ˀts i ŋ ²¹	577
11191	Lashi	assemble / muster (a team)	tsəːŋ³³	ts əː ŋ ³³	i n c t	ts əː ŋ ³³	577
#
1254	Rangoon	assess / estimate	khɑ̃⁵³m̥ɑ̃⁵⁵	kʰ ɑ̃ ∼ ⁵³ + m̥ ɑ̃ ∼ ⁵⁵	i n c t + i n c t	kʰ ɑ̃ ∼ ⁵³ + m̥ ɑ̃ ∼ ⁵⁵	585 584
2988	Achang_Longchuan	assess / estimate	tak⁵⁵	t a k ⁵⁵	i n c t	t a k ⁵⁵	582
4498	Xiandao	assess / estimate	tak⁵⁵	t a k ⁵⁵	i n c t	t a k ⁵⁵	582
6187	Atsi	assess / estimate	ta̱k²¹	ˀt a k ²¹	i n c t	ˀt a k ²¹	582
9553	Bola	assess / estimate	ku³¹	k u ³¹	i n t	k u ³¹	583
12030	Old_Burmese	assess / estimate	mhanḥ	m̥ a n ⁵⁵	i n c t	m̥ a n ⁵⁵	584
#
986	Rangoon	astringent	phɑ̃²²	pʰ ɑ̃ ∼ ²²	i n c t	pʰ ɑ̃ ∼ ²²	591
