# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE
103	Rangoon	ankle	103	tɕhe²²mjɛʔ⁴si⁵³	tɕʰ e ²² + m j ɛ ʔ ⁴ + s i ⁵³	i n t + i m n c t + i n t
1927	Achang_Longchuan	ankle	103	tɕhi⁵⁵tɔʔ⁵⁵	tɕʰ i ⁵⁵ + t ɔ ʔ ⁵⁵	i n t + i n c t
3586	Xiandao	ankle	103	chi⁵⁵tʂham³¹	ch i ⁵⁵ + tʂh a m ³¹	i n t + i n c t
5039	Atsi	ankle	103	ku̱²¹tʃhaŋ²¹tʃhap⁵⁵	ˀk u ²¹ + tʃʰ a ŋ ²¹ + tʃʰ a p ⁵⁵	i n t + i n c t + i n c t
6820	Maru	ankle	103	khjik³¹tʃhɛʔ⁵⁵	kh j i k ³¹ + tʃh ɛ ʔ ⁵⁵	i m n c t + i n c t
8450	Bola	ankle	103	khji⁵⁵tʃhɛʔ⁵⁵	khj i ⁵⁵ + tʃh ɛ ʔ ⁵⁵	i n t + i n c t
#
1292	Rangoon	answer / reply	1283	phje²²	pʰ j e ²²	i m n t
3021	Achang_Longchuan	answer / reply	1283	thu³¹	tʰ u ³¹	i n t
6226	Atsi	answer / reply	1283	tu̱²¹	ˀt u ²¹	i n t
7880	Maru	answer / reply	1283	ta̱u³⁵	ˀt au ³⁵	i n t
9592	Bola	answer / reply	1283	tu̱³⁵	ˀt u ³⁵	i n t
11181	Lashi	answer / reply	1283	tu̱ː⁵⁵	ˀt uː ⁵⁵	i n t
#
346	Rangoon	ant	344	pɑ⁵³jwɛʔ⁴sheʔ⁴	p ɑ ⁵³ + /ʔ ɥ ɛ ʔ ⁴ + sʰ e ʔ ⁴	i n t + i m n c t + i n c t
2148	Achang_Longchuan	ant	344	tɕhi⁵⁵man⁵⁵	tɕʰ i ⁵⁵ + m a n ⁵⁵	i n t + i n c t
3795	Xiandao	ant	344	chaŋ³¹m̥an⁵⁵	ch a ŋ ³¹ + m̥ a n ⁵⁵	i n c t + i n c t
5280	Atsi	ant	344	pau⁵¹voʔ⁵⁵	p a u ⁵¹ + v o ʔ ⁵⁵	i n N t + i n c t
7033	Maru	ant	344	phə̆³¹ɣuk³¹	ph ə̆ ³¹ + ɣ u k ³¹	i n t + i n c t
8670	Bola	ant	344	phə̆³¹ɣɔʔ³¹	ph ə̆ ³¹ + ɣ ɔ ʔ ³¹	i n t + i n c t
10384	Lashi	ant	344	la³¹jɛt ³¹	l a ³¹ + /ʔ j ɛ t ³¹	i n t + i m n c t
#
113	Rangoon	anus	113	sɑ⁵³o²²	s ɑ ⁵³ + /ʔ o ²²	i n t + i n t
1937	Achang_Longchuan	anus	113	tɕhi³¹tuŋ³¹tuŋ³¹	tɕʰ i ³¹ + t u ŋ ³¹ + t u ŋ ³¹	i n t + i n c t + i n c t
3595	Xiandao	anus	113	khɯ̆³¹tuŋ³¹	kh ɯ̆ ³¹ + t u ŋ ³¹	i n t + i n c t
5049	Atsi	anus	113	tʃhĭ⁵⁵toŋ²¹	tʃʰ ĭ ⁵⁵ + t o ŋ ²¹	i n t + i n c t
6829	Maru	anus	113	tʃhauk⁵⁵puŋ⁵⁵	tʃh au k ⁵⁵ + p u ŋ ⁵⁵	i n c t + i n c t
8460	Bola	anus	113	tʃhauʔ⁵⁵	tʃh au ʔ ⁵⁵	i n c t
10186	Lashi	anus	113	tʃhə̆⁵⁵khuŋ⁵⁵tuaŋ³³	tʃh ə̆ ⁵⁵ + kh u ŋ ⁵⁵ + t u a ŋ ³³	i n t + i n c t + i m n c t
#
1230	Rangoon	apply (ointment)	1223	õ²²	/ʔ õ ∼ ²²	i n c t
2965	Achang_Longchuan	apply (ointment)	1223	phɔk⁵⁵	pʰ ɔ k ⁵⁵	i n c t
4476	Xiandao	apply (ointment)	1223	çot⁵⁵	ç o t ⁵⁵	i n c t
6162	Atsi	apply (ointment)	1223	ta̱p⁵⁵	ˀt a p ⁵⁵	i n c t
7822	Maru	apply (ointment)	1223	xap⁵⁵	x a p ⁵⁵	i n c t
9529	Bola	apply (ointment)	1223	thap⁵⁵	th a p ⁵⁵	i n c t
11130	Lashi	apply (ointment)	1223	pɔ̱ː⁵⁵	ˀp ɔː ⁵⁵	i n t
#
1778	Rangoon	arm	1761	lɛʔ⁴mɑ̃u⁵⁵	l ɛ ʔ ⁴ + m ɑ̃ u ∼ ⁵⁵	i n c t + i n N c t
3476	Achang_Longchuan	arm	1761	lɔʔ⁵⁵san⁵⁵	l ɔ ʔ ⁵⁵ + s a n ⁵⁵	i n c t + i n c t
4930	Xiandao	arm	1761	lɔʔ⁵⁵ʐum³¹	l ɔ ʔ ⁵⁵ + ʐ u m ³¹	i n c t + i n c t
6711	Atsi	arm	1761	loʔ²¹pu⁵⁵	l o ʔ ²¹ + p u ⁵⁵	i n c t + i n t
8344	Maru	arm	1761	lɔʔ³¹pau³⁵	l ɔ ʔ ³¹ + p au ³⁵	i n c t + i n t
10071	Bola	arm	1761	laʔ³¹pu³⁵	l a ʔ ³¹ + p u ³⁵	i n c t + i n t
11598	Lashi	arm	1761	lɔʔ³¹pu⁵³	l ɔ ʔ ³¹ + /ʔ p u ⁵³	i n c t + i m n t
12037	Old_Burmese	arm	1761	aʔ◦mo₂ṅḥ	ʔ a ⁵³ + m ʊ ŋ ⁵⁵	i n t + i n c t
#
91	Rangoon	armpit	91	tɕhɑ̃i⁵⁵	tɕʰ ɑ̃ i ∼ ⁵⁵	i n N c t
1915	Achang_Longchuan	armpit	91	kă³¹liŋ³⁵tʂhuaʔ⁵⁵	k ă ³¹ + l i ŋ ³⁵ + tʂʰ ua ʔ ⁵⁵	i n t + i n c t + i n c t
3574	Xiandao	armpit	91	lɔʔ³¹san⁵⁵khʐoʔ⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵ + khʐ o ʔ ⁵⁵	i n c t + i n c t + i n c t
5027	Atsi	armpit	91	kă²¹tʃo̱k⁵⁵khoŋ²¹	k ă ²¹ + ˀtʃ o k ⁵⁵ + kʰ o ŋ ²¹	i n t + i n c t + i n c t
6808	Maru	armpit	91	lɔʔ³¹tʃhɛʔ⁵⁵	l ɔ ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t
8438	Bola	armpit	91	laʔ³¹tʃhɛʔ⁵⁵	l a ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t
10165	Lashi	armpit	91	lɔʔ³¹tʃnap⁵⁵	l ɔ ʔ ³¹ + tʃ n a p ⁵⁵	i n c t + i m n c t
11819	Old_Burmese	armpit	91	khyuiṅḥ	kh j ə ŋ ⁵⁵	i m n c t
#
1167	Rangoon	arrive	1162	jɑuʔ⁴	/ʔ j ɑ u ʔ ⁴	i m n N c t
2908	Achang_Longchuan	arrive	1162	te³⁵	t e ³⁵	i n t
4426	Xiandao	arrive	1162	tɛ³⁵	t ɛ ³⁵	i n t
6101	Atsi	arrive	1162	tʃe⁵⁵	tʃ e ⁵⁵	i n t
7767	Maru	arrive	1162	tʃø³⁵	tʃ ø ³⁵	i n t
9473	Bola	arrive	1162	tʃø³⁵	tʃ ø ³⁵	i n t
11082	Lashi	arrive	1162	tʃyː⁵⁵	tʃ yː ⁵⁵	i n t
#
1012	Rangoon	arrogant / conceited	1008	mɑ²²nɑ⁵³tɕi⁵⁵	m ɑ ²² + /ʔ n ɑ ⁵³ + tɕ i ⁵⁵	i n t + i m n t + i n t
5945	Atsi	arrogant / conceited	1008	ŋu̱t⁵⁵pun²¹	ˀŋ u t ⁵⁵ + p u n ²¹	i n c t + i n c t
9323	Bola	arrogant / conceited	1008	ŋɔ̱̃³⁵	ˀŋ ɔ̃ ∼ ³⁵	i n c t
10956	Lashi	arrogant / conceited	1008	khək⁵⁵puːn³³	kh ə k ⁵⁵ + /ʔ p u � n ³³	i n c t + i m n � i t
#
598	Rangoon	arrow	596	hmjɑ⁵⁵	m̥ j ɑ ⁵⁵	i m n t
2380	Achang_Longchuan	arrow	596	m̥ʐua³¹	m̥ ʐ ua ³¹	i m n t
3975	Xiandao	arrow	596	mʐɔ³¹	mʐ ɔ ³¹	i n t
5527	Atsi	arrow	596	lai²¹mjo²¹	l a i ²¹ + m j o ²¹	i n N t + i m n t
7256	Maru	arrow	596	la³⁵mjɔk³¹	l a ³⁵ + m j ɔ k ³¹	i n t + i m n c t
8916	Bola	arrow	596	li³¹ʃɿ³⁵	l i ³¹ + ʃ ɿ ³⁵	i n t + i n t
10594	Lashi	arrow	596	mjo³³ʃɿ⁵⁵	m j o ³³ + ʃ ɿ ⁵⁵	i m n t + i n t
11945	Old_Burmese	arrow	596	mla	m l a ²²	i m n t
#
1604	Rangoon	ask / question	1589	me⁵⁵	m e ⁵⁵	i n t
3313	Achang_Longchuan	ask / question	1589	ȵi³¹	ȵ i ³¹	i n t
4782	Xiandao	ask / question	1589	ni³¹	n i ³¹	i n t
6539	Atsi	ask / question	1589	mji²¹	m j i ²¹	i m n t
8173	Maru	ask / question	1589	mjik⁵⁵	m j i k ⁵⁵	i m n c t
9900	Bola	ask / question	1589	məi³¹	m əi ³¹	i n t
11455	Lashi	ask / question	1589	mjeːi³³	m j eːi ³³	i m n t
12092	Old_Burmese	ask / question	1589	miyḥ	m ə j ⁵⁵	i n c t
#
1270	Rangoon	ask s.b. to come here / fetch	1263	khɔ²²	kʰ ɔ ²²	i n t
3005	Achang_Longchuan	ask s.b. to come here / fetch	1263	kʐə⁵⁵	k ʐ ə ⁵⁵	i m n t
4512	Xiandao	ask s.b. to come here / fetch	1263	xɤ⁵⁵	x ɤ ⁵⁵	i n t
6204	Atsi	ask s.b. to come here / fetch	1263	vut²¹	v u t ²¹	i n c t
7861	Maru	ask s.b. to come here / fetch	1263	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t
9570	Bola	ask s.b. to come here / fetch	1263	jɔ̃⁵⁵	/ʔ j ɔ̃ ∼ ⁵⁵	i m n c t
11166	Lashi	ask s.b. to come here / fetch	1263	juːt³¹	/ʔ j uː t ³¹	i m n c t
#
913	Rangoon	askew / awry / slanting	910	sɑ̃u⁵⁵	s ɑ̃ u ∼ ⁵⁵	i n N c t
2669	Achang_Longchuan	askew / awry / slanting	910	mai³¹	m ai ³¹	i n t
4225	Xiandao	askew / awry / slanting	910	ŋ̊am³¹	ŋ̊ a m ³¹	i n c t
5844	Atsi	askew / awry / slanting	910	jo̱n⁵⁵	ˀ/ʔ j o n ⁵⁵	i m n c t
7543	Maru	askew / awry / slanting	910	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t
9224	Bola	askew / awry / slanting	910	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t
10870	Lashi	askew / awry / slanting	910	ju̱ːn⁵³	ˀ/ʔ j uː n ⁵³	i m n c t
#
1544	Rangoon	asleep, fall	1531	pjɔ²²	p j ɔ ²²	i m n t
3255	Achang_Longchuan	asleep, fall	1531	e³¹ mui³⁵	/ʔ e ³¹ + m ui ³⁵	i n t + i n t
4726	Xiandao	asleep, fall	1531	it⁵⁵ mui³¹	/ʔ i t ⁵⁵ + m ui ³¹	i n c t + i n t
6478	Atsi	asleep, fall	1531	ju̱p⁵⁵ to̱²¹	ˀ/ʔ j u p ⁵⁵ + ˀt o ²¹	i m n c t + i n t
8114	Maru	asleep, fall	1531	jap³¹ mji̱k⁵⁵	/ʔ j a p ³¹ + ˀm j i k ⁵⁵	i m n c t + i m n c t
9840	Bola	asleep, fall	1531	ja̱p⁵⁵ta̱³⁵	ˀ/ʔ j a p ⁵⁵ + ˀt a ³⁵	i m n c t + i n t
11403	Lashi	asleep, fall	1531	ju̱ːp⁵⁵mje̱ːi⁵⁵	ˀ/ʔ j uː p ⁵⁵ + ˀm j eːi ⁵⁵	i m n c t + i m n t
#
1306	Rangoon	assemble / muster (a team)	1297	su⁵³si⁵⁵	s u ⁵³ + s i ⁵⁵	i n t + i n t
6240	Atsi	assemble / muster (a team)	1297	tsi̱ŋ²¹	ˀts i ŋ ²¹	i n c t
11191	Lashi	assemble / muster (a team)	1297	tsəːŋ³³	ts əː ŋ ³³	i n c t
#
1254	Rangoon	assess / estimate	1247	khɑ̃⁵³m̥ɑ̃⁵⁵	kʰ ɑ̃ ∼ ⁵³ + m̥ ɑ̃ ∼ ⁵⁵	i n c t + i n c t
2988	Achang_Longchuan	assess / estimate	1247	tak⁵⁵	t a k ⁵⁵	i n c t
4498	Xiandao	assess / estimate	1247	tak⁵⁵	t a k ⁵⁵	i n c t
6187	Atsi	assess / estimate	1247	ta̱k²¹	ˀt a k ²¹	i n c t
9553	Bola	assess / estimate	1247	ku³¹	k u ³¹	i n t
12030	Old_Burmese	assess / estimate	1247	mhanḥ	m̥ a n ⁵⁵	i n c t
#
986	Rangoon	astringent	982	phɑ̃²²	pʰ ɑ̃ ∼ ²²	i n c t
2744	Achang_Longchuan	astringent	982	sop³⁵	s o p ³⁵	i n c t
4298	Xiandao	astringent	982	phan⁵⁵	ph a n ⁵⁵	i n c t
5919	Atsi	astringent	982	pa̱n⁵¹	ˀp a n ⁵¹	i n c t
7614	Maru	astringent	982	pə̱ŋ³¹	ˀp ə ŋ ³¹	i n c t
9298	Bola	astringent	982	pɛ̱̃⁵⁵	ˀp ɛ̃ ∼ ⁵⁵	i n c t
10935	Lashi	astringent	982	pa̱ːn³³	ˀp aː n ³³	i n c t
#
687	Rangoon	at the bottom of (a hill)	684	tɑ̃u²²tɕhe²²	t ɑ̃ u ∼ ²² + tɕʰ e ²²	i n N c t + i n t
2455	Achang_Longchuan	at the bottom of (a hill)	684	the³¹	tʰ e ³¹	i n t
4028	Xiandao	at the bottom of (a hill)	684	thɛ³¹	th ɛ ³¹	i n t
5616	Atsi	at the bottom of (a hill)	684	o̱⁵¹	ˀ/ʔ o ⁵¹	i n t
7326	Maru	at the bottom of (a hill)	684	ɔ³¹	/ʔ ɔ ³¹	i n t
8996	Bola	at the bottom of (a hill)	684	(pam⁵⁵) khji⁵⁵	/ʔ � p a m ⁵⁵ + /ʔ � + khj i ⁵⁵	i � i n c t + i � + i n t
10659	Lashi	at the bottom of (a hill)	684	pɔm³¹khjei³¹	p ɔ m ³¹ + kh j ei ³¹	i n c t + i m n t
#
1078	Rangoon	audit (accounts)	1074	siʔ⁴	s i ʔ ⁴	i n c t
2827	Achang_Longchuan	audit (accounts)	1074	tʂhaʔ³¹	tʂʰ a ʔ ³¹	i n c t
6013	Atsi	audit (accounts)	1074	tʃep⁵⁵	tʃ e p ⁵⁵	i n c t
7687	Maru	audit (accounts)	1074	tʃha³¹	tʃh a ³¹	i n t
9388	Bola	audit (accounts)	1074	tʃha³¹	tʃh a ³¹	i n t
#
3488	Achang_Longchuan	aunt (father's older sister) (note:father's_older_sister)	1844	paʔ³¹	p a ʔ ³¹	i n c t
10088	Bola	aunt (father's older sister) (note:father's_older_sister)	1844	nai⁵⁵ma³¹	n ai ⁵⁵ + m a ³¹	i n t + i n t
#
236	Rangoon	aunt (father's sister)	236	ɑ⁵³dɔ²²	/ʔ ɑ ⁵³ + d ɔ ²²	i n t + i n t
3704	Xiandao	aunt (father's sister)	236	nai⁵⁵tʂɯŋ ⁵⁵	n ai ⁵⁵ + tʂ ɯ ŋ ⁵⁵	i n t + i n c t
5171	Atsi	aunt (father's sister)	236	a⁵⁵mo̱i⁵⁵	/ʔ a ⁵⁵ + ˀm o i ⁵⁵	i n t + i n N t
6938	Maru	aunt (father's sister)	236	na³¹	n a ³¹	i n t
10293	Lashi	aunt (father's sister)	236	a⁵⁵nei³¹	/ʔ a ⁵⁵ + n ei ³¹	i n t + i n t
#
3489	Achang_Longchuan	aunt (father's younger sister) (note:father's_younger_sister)	1845	naŋ⁵⁵	n a ŋ ⁵⁵	i n c t
10089	Bola	aunt (father's younger sister) (note:father's_younger_sister)	1845	nai⁵⁵thɔ̃³¹	n ai ⁵⁵ + th ɔ̃ ∼ ³¹	i n t + i n c t
#
1719	Rangoon	aunt (mother's brother's wife)	1702	ɑ⁵³ji⁵⁵	/ʔ ɑ ⁵³ + /ʔ j i ⁵⁵	i n t + i m n t
4876	Xiandao	aunt (mother's brother's wife)	1702	thɔŋ³⁵ɲɔ³¹	th ɔ ŋ ³⁵ + ɲ ɔ ³¹	i n c t + i n t
6654	Atsi	aunt (mother's brother's wife)	1702	au⁵¹mo⁵⁵	/ʔ a u ⁵¹ + m o ⁵⁵	i n N t + i n t
8285	Maru	aunt (mother's brother's wife)	1702	jauk³¹mji̱⁵⁵	/ʔ j au k ³¹ + ˀm j i ⁵⁵	i m n c t + i m n t
10012	Bola	aunt (mother's brother's wife)	1702	jauʔ³¹mi̱³⁵	/ʔ j au ʔ ³¹ + ˀm i ³⁵	i m n c t + i n t
11545	Lashi	aunt (mother's brother's wife)	1702	juʔ³¹mji̱⁵³	/ʔ j u ʔ ³¹ + ˀm j i ⁵³	i m n c t + i m n t
#
3492	Achang_Longchuan	aunt (mother's older brother's wife) (note:mother's_older_brother's_wife)	1848	paʔ³¹	p a ʔ ³¹	i n c t
#
3485	Achang_Longchuan	aunt (mother's older sister) (note:mother's_younger_sister)	1841	paʔ⁵⁵	p a ʔ ⁵⁵	i n c t
10083	Bola	aunt (mother's older sister) (note:mother's_younger_sister)	1841	a⁵⁵ma³¹	/ʔ a ⁵⁵ + m a ³¹	i n t + i n t
#
235	Rangoon	aunt (mother's sister)	235	ɑ⁵³ji⁵⁵	/ʔ ɑ ⁵³ + /ʔ j i ⁵⁵	i n t + i m n t
3703	Xiandao	aunt (mother's sister)	235	nai⁵⁵tʂɯŋ⁵⁵	n ai ⁵⁵ + tʂ ɯ ŋ ⁵⁵	i n t + i n c t
5170	Atsi	aunt (mother's sister)	235	a⁵⁵thaŋ⁵⁵	/ʔ a ⁵⁵ + tʰ a ŋ ⁵⁵	i n t + i n c t
6937	Maru	aunt (mother's sister)	235	a³¹mji̱⁵⁵	/ʔ a ³¹ + ˀm j i ⁵⁵	i n t + i m n t
10292	Lashi	aunt (mother's sister)	235	a³¹mo⁵⁵	/ʔ a ³¹ + m o ⁵⁵	i n t + i n t
#
3493	Achang_Longchuan	aunt (mother's younger brother's wife) (note:mother's_younger_brother's_wife)	1849	phă⁵⁵ʂək⁵⁵	pʰ ă ⁵⁵ + ʂ ə k ⁵⁵	i n t + i n c t
#
3484	Achang_Longchuan	aunt (mother's younger sister) (note:mother's_older_sister)	1840	naŋ⁵⁵	n a ŋ ⁵⁵	i n c t
10082	Bola	aunt (mother's younger sister) (note:mother's_older_sister)	1840	a⁵⁵thɔ̃³¹	/ʔ a ⁵⁵ + th ɔ̃ ∼ ³¹	i n t + i n c t
#
227	Rangoon	aunt (wife of father's elder brother)	227	ɑ⁵³dɔ²²	/ʔ ɑ ⁵³ + d ɔ ²²	i n t + i n t
2043	Achang_Longchuan	aunt (wife of father's elder brother)	227	paʔ³¹	p a ʔ ³¹	i n c t
3695	Xiandao	aunt (wife of father's elder brother)	227	mɔ³⁵ɲɔ³¹	m ɔ ³⁵ + ɲ ɔ ³¹	i n t + i n t
5162	Atsi	aunt (wife of father's elder brother)	227	a⁵⁵nu²¹mo⁵⁵	/ʔ a ⁵⁵ + n u ²¹ + m o ⁵⁵	i n t + i n t + i n t
6929	Maru	aunt (wife of father's elder brother)	227	mji̱⁵⁵mɔ⁵⁵	ˀm j i ⁵⁵ + m ɔ ⁵⁵	i m n t + i n t
8565	Bola	aunt (wife of father's elder brother)	227	a⁵⁵ma³¹	/ʔ a ⁵⁵ + m a ³¹	i n t + i n t
10284	Lashi	aunt (wife of father's elder brother)	227	mo⁵⁵mji̱⁵³	m o ⁵⁵ + ˀm j i ⁵³	i n t + i m n t
#
229	Rangoon	aunt (wife of father's younger brother)	229	ɑ⁵³ji⁵⁵	/ʔ ɑ ⁵³ + /ʔ j i ⁵⁵	i n t + i m n t
2045	Achang_Longchuan	aunt (wife of father's younger brother)	229	ʂək⁵⁵	ʂ ə k ⁵⁵	i n c t
3697	Xiandao	aunt (wife of father's younger brother)	229	lat³⁵ɲɔ³¹	l a t ³⁵ + ɲ ɔ ³¹	i n c t + i n t
5164	Atsi	aunt (wife of father's younger brother)	229	a⁵⁵nu²¹thaŋ⁵⁵	/ʔ a ⁵⁵ + n u ²¹ + tʰ a ŋ ⁵⁵	i n t + i n t + i n c t
6931	Maru	aunt (wife of father's younger brother)	229	a³¹mji̱⁵⁵	/ʔ a ³¹ + ˀm j i ⁵⁵	i n t + i m n t
8567	Bola	aunt (wife of father's younger brother)	229	a⁵⁵thɔ̃³¹	/ʔ a ⁵⁵ + th ɔ̃ ∼ ³¹	i n t + i n c t
10286	Lashi	aunt (wife of father's younger brother)	229	lat³¹mji⁵³	l a t ³¹ + m j i ⁵³	i n c t + i m n t
#
1314	Rangoon	avoid certain food (because of	1305	ɑ⁵³sɑ²²ɕɑ̃u²²	/ʔ ɑ ⁵³ + s ɑ ²² + ɕ ɑ̃ u ∼ ²²	i n t + i n t + i n N c t
3036	Achang_Longchuan	avoid certain food (because of	1305	kam³¹	k a m ³¹	i n c t
6247	Atsi	avoid certain food (because of	1305	tʃaŋ⁵⁵	tʃ a ŋ ⁵⁵	i n c t
7895	Maru	avoid certain food (because of	1305	tʃan³⁵	tʃ a n ³⁵	i n c t
9612	Bola	avoid certain food (because of	1305	kam³⁵	k a m ³⁵	i n c t
#
544	Rangoon	awl	542	su⁵⁵	s u ⁵⁵	i n t
2331	Achang_Longchuan	awl	542	mat³⁵	m a t ³⁵	i n c t
3941	Xiandao	awl	542	tun³¹	t u n ³¹	i n c t
5474	Atsi	awl	542	tun²¹	t u n ²¹	i n c t
7211	Maru	awl	542	tum³⁵	t u m ³⁵	i n c t
8863	Bola	awl	542	tɔn³¹	t ɔ n ³¹	i n c t
10552	Lashi	awl	542	tɔn³³	t ɔ n ³³	i n c t
#
390	Rangoon	awn of wheat	388	sɑ⁵³pɑ⁵⁵mwe⁵⁵	s ɑ ⁵³ + p ɑ ⁵⁵ + m w e ⁵⁵	i n t + i n t + i m n t
5323	Atsi	awn of wheat	388	suŋ⁵⁵so⁵¹ʃă²¹mi²¹	s u ŋ ⁵⁵ + s o ⁵¹ + ʃ ă ²¹ + m i ²¹	i n c t + i n t + i n t + i n t
7072	Maru	awn of wheat	388	mɛ³¹ja³¹tshɛ̃³¹	m ɛ ³¹ + /ʔ j a ³¹ + tsh ɛ̃ ∼ ³¹	i n t + i m n t + i n c t
8714	Bola	awn of wheat	388	mɛ³¹ja⁵¹tu³¹	m ɛ ³¹ + /ʔ j a ⁵¹ + t u ³¹	i n t + i m n t + i n t
#
569	Rangoon	axe	567	pu⁵³shẽ²²	p u ⁵³ + sʰ ẽ ∼ ²²	i n t + i n c t
2352	Achang_Longchuan	axe	567	u³¹tɕɔŋ³¹	/ʔ u ³¹ + tɕ ɔ ŋ ³¹	i n t + i n c t
3954	Xiandao	axe	567	la³¹cuŋ³¹	l a ³¹ + c u ŋ ³¹	i n t + i n c t
5498	Atsi	axe	567	va²¹tsuŋ²¹	v a ²¹ + ts u ŋ ²¹	i n t + i n c t
7232	Maru	axe	567	və̆⁵⁵tsauŋ³¹	v ə̆ ⁵⁵ + ts au ŋ ³¹	i n t + i n c t
8887	Bola	axe	567	və̆³¹tsauŋ³¹	v ə̆ ³¹ + ts au ŋ ³¹	i n t + i n c t
10571	Lashi	axe	567	wo³³tsuŋ³³	/ʔ w o ³³ + ts u ŋ ³³	i m n t + i n c t
12095	Old_Burmese	axe	567	puʔ◦chin	p u ⁵³ + tɕh i n ²²	i n t + i n c t
#
1334	Rangoon	baa / bleat	1325	ɔ²²	/ʔ ɔ ²²	i n t
3055	Achang_Longchuan	baa / bleat	1325	mʐəŋ⁵⁵	m ʐ ə ŋ ⁵⁵	i m n c t
4549	Xiandao	baa / bleat	1325	mɯŋ⁵⁵	m ɯ ŋ ⁵⁵	i n c t
6268	Atsi	baa / bleat	1325	n²¹pje̱ʔ²¹	n ²¹ + ˀp j e ʔ ²¹	i t + i m n c t
7913	Maru	baa / bleat	1325	mjaŋ³¹	m j a ŋ ³¹	i m n c t
9632	Bola	baa / bleat	1325	mjaŋ⁵⁵	m j a ŋ ⁵⁵	i m n c t
11214	Lashi	baa / bleat	1325	mjəːŋ³¹	m j əː ŋ ³¹	i m n c t
#
168	Rangoon	baby	168	no⁵³so⁵³kɑ⁵³le⁵⁵	n o ⁵³ + s o ⁵³ + k ɑ ⁵³ + /ʔ l e ⁵⁵	i n t + i n t + i n t + i m n t
1987	Achang_Longchuan	baby	168	tsɔ³¹na⁵⁵	ts ɔ ³¹ + n a ⁵⁵	i n t + i n t
3640	Xiandao	baby	168	pɛn³¹tɛ³⁵	p ɛ n ³¹ + t ɛ ³⁵	i n c t + i n t
5102	Atsi	baby	168	tsŏ²¹nu⁵⁵	ts ŏ ²¹ + n u ⁵⁵	i n t + i n t
6874	Maru	baby	168	tsɔ̆³⁵nau⁵⁵	ts ɔ̆ ³⁵ + n au ⁵⁵	i n t + i n t
8508	Bola	baby	168	ta³¹nɔ³⁵	t a ³¹ + n ɔ ³⁵	i n t + i n t
10231	Lashi	baby	168	tsə̆³³no⁵⁵	ts ə̆ ³³ + n o ⁵⁵	i n t + i n t
#
90	Rangoon	back	90	tɕɔ⁵⁵	tɕ ɔ ⁵⁵	i n t
670	Rangoon	back	90	nɑuʔ⁴	/ʔ n ɑ u ʔ ⁴	i m n n c t
1914	Achang_Longchuan	back	90	xa³¹luŋ³⁵	x a ³¹ + l u ŋ ³⁵	i n t + i n c t
2439	Achang_Longchuan	back	90	n̥oŋ⁵⁵pa³¹	n̥ o ŋ ⁵⁵ + p a ³¹	i n c t + i n t
3573	Xiandao	back	90	a³¹tu⁵¹m̥ɔŋ³⁵	/ʔ a ³¹ + t u ⁵¹ + m̥ ɔ ŋ ³⁵	i n t + i n t + i n c t
4014	Xiandao	back	90	chi³¹n̥oŋ⁵⁵	ch i ³¹ + n̥ o ŋ ⁵⁵	i n t + i n c t
5026	Atsi	back	90	nuŋ⁵¹khuŋ⁵¹	n u ŋ ⁵¹ + kʰ u ŋ ⁵¹	i n c t + i n c t
5599	Atsi	back	90	thaŋ⁵¹	tʰ a ŋ ⁵¹	i n c t
6807	Maru	back	90	kauŋ³¹tɔ̃⁵⁵	k au ŋ ³¹ + t ɔ̃ ∼ ⁵⁵	i n c t + i n c t
7310	Maru	back	90	thɔ̃³¹	th ɔ̃ ∼ ³¹	i n c t
8437	Bola	back	90	kauŋ⁵⁵tɔ̱̃³⁵	k au ŋ ⁵⁵ + ˀt ɔ̃ ∼ ³⁵	i n c t + i n c t
8979	Bola	back	90	thɔ̃⁵⁵	th ɔ̃ ∼ ⁵⁵	i n c t
10164	Lashi	back	90	nuŋ⁵⁵khuŋ³³	n u ŋ ⁵⁵ + kh u ŋ ³³	i n c t + i n c t
10647	Lashi	back	90	thaŋ³³	th a ŋ ³³	i n c t
#
1587	Rangoon	back up / retreat	1573	shoʔ⁴	sʰ o ʔ ⁴	i n c t
3298	Achang_Longchuan	back up / retreat	1573	xun³⁵	x u n ³⁵	i n c t
4766	Xiandao	back up / retreat	1573	jɔt⁵⁵	/ʔ j ɔ t ⁵⁵	i m n c t
6522	Atsi	back up / retreat	1573	tsut²¹	ts u t ²¹	i n c t
8157	Maru	back up / retreat	1573	tsat³¹	ts a t ³¹	i n c t
9884	Bola	back up / retreat	1573	tsɔt³¹	ts ɔ t ³¹	i n c t
11441	Lashi	back up / retreat	1573	ta̱ːu⁵⁵	ˀt aːu ⁵⁵	i n t
#
964	Rangoon	bad	960	ȵɑ̃⁵³	ɲ ɑ̃ ∼ ⁵³	i n c t
