ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
1747	s i b a z	*sibaz	s i b ( a z )	sibaz	*sibaz	479	Proto-Germanic				sieve	*sibaz
1748	z iː p	*sibaz	z iː b ( - - )	ziːp	Sieb	479	German				sieve	*sibaz
1749	s ɪ v	*sibaz	s ɪ v ( - - )	sɪv	sieve	479	English				sieve	*sibaz
1750	z eː f	*sibaz	z eː f ( - - )	zeːf	zeef	479	Dutch				sieve	*sibaz
1566	s e n gʷ a n a n	*sengwanan	s e n gʷ a n ( a n )	sengwanan	*sengwanan	430	Proto-Germanic				sing	*sengwanan
1567	z ɪ ŋ ə n	*sengwanan	z ɪ ŋ - ə n ( - - )	zɪŋən	singen	430	German				sing	*sengwanan
1568	s ɪ ŋ	*sengwanan	s ɪ ŋ - - - ( - - )	sɪŋ	sing	430	English				sing	*sengwanan
1569	z ɪ ŋ ə	*sengwanan	z ɪ ŋ - ə - ( - - )	zɪŋə	zingen	430	Dutch				sing	*sengwanan
1606	s a n g j a n a n	*sangjanan	s a n g j a n ( a n )	sangjanan	*sangjanan	441	Proto-Germanic				singe	*sangjanan
1607	z ɛ ŋ ə n	*sangjanan	z ɛ ŋ - - ə n ( - - )	zɛŋən	sengen	441	German				singe	*sangjanan
1608	s ɪ n ʤ	*sangjanan	s ɪ n ʤ - - - ( - - )	sɪnʤ	singe	441	English				singe	*sangjanan
1609	z ɛ ŋ ə	*sangjanan	z ɛ ŋ - - ə - ( - - )	zɛŋə	zengen	441	Dutch				singe	*sangjanan
1052	s w e s t eː r	*swestēr	s w e s t eː r	swesteːr	*swestēr	289	Proto-Germanic				sister	*swestēr
1053	ʃ v ɛ s t ə r	*swestēr	ʃ v ɛ s t ə r	ʃvɛstər	Schwester	289	German				sister	*swestēr
1054	s ɪ s t ə r	*swestēr	s - ɪ s t ə r	sɪstər	sister	289	English				sister	*swestēr
1055	z ʉ s t ə r	*swestēr	z - ʉ s t ə r	zʉstər	zuster	289	Dutch				sister	*swestēr
1188	s e t j a n a n	*setjanan	s e t j a n ( a n )	setjanan	*setjanan	326	Proto-Germanic				sit	*setjanan
1189	z ɪ ts ə n	*setjanan	z ɪ ts - ə n ( - - )	zɪt͡sən	sitzen	326	German				sit	*setjanan
1190	s ɪ t	*setjanan	s ɪ t - - - ( - - )	sɪt	sit	326	English				sit	*setjanan
1191	z ɪ t ə	*setjanan	z ɪ t - ə - ( - - )	zɪtə	zitten	326	Dutch				sit	*setjanan
1159	s e x s	*sexs	s e x s	sexs	*sexs	318	Proto-Germanic				six	*sexs
1160	z ɛ k s	*sexs	z ɛ k s	zɛks	sechs	318	German				six	*sexs
1161	s ɪ k s	*sexs	s ɪ k s	sɪks	six	318	English				six	*sexs
1162	z ɛ s	*sexs	z ɛ - s	zɛs	zes	318	Dutch				six	*sexs
1143	s l a x a n a n	*slaxanan	s l a x a n ( a n )	slaxanan	*slaxanan	314	Proto-Germanic				slay	*slaxanan
1144	ʃ l aː ɡ ə n	*slaxanan	ʃ l aː ɡ ə n ( - - )	ʃlaːɡən	schlagen	314	German				slay	*slaxanan
1145	s l eɪ	*slaxanan	s l eɪ - - - ( - - )	sleɪ	slay	314	English				slay	*slaxanan
1146	s l aː n	*slaxanan	s l aː - - n ( - - )	slaːn	slaan	314	Dutch				slay	*slaxanan
1665	s l eː p a n a n	*slēpanan	s l eː p a n ( a n )	sleːpanan	*slēpanan	457	Proto-Germanic				sleep	*slēpanan
1666	ʃ l aː f ə n	*slēpanan	ʃ l aː f ə n ( - - )	ʃlaːfən	schlafen	457	German				sleep	*slēpanan
1667	s l iː p	*slēpanan	s l iː p - - ( - - )	sliːp	sleep	457	English				sleep	*slēpanan
1668	s l aː p ə	*slēpanan	s l aː p ə - ( - - )	slaːpə	slapen	457	Dutch				sleep	*slēpanan
1909	s l iː m a n	*slīman	s l iː m ( a n )	sliːman	*slīman	524	Proto-Germanic				slime	*slīman
1910	ʃ l ai m	*slīman	ʃ l ai m ( - - )	ʃlaim	Schleim	524	German				slime	*slīman
1911	s l aɪ m	*slīman	s l aɪ m ( - - )	slaɪm	slime	524	English				slime	*slīman
1912	s l ɛɪ m	*slīman	s l ɛɪ m ( - - )	slɛɪm	slijm	524	Dutch				slime	*slīman
1812	s m e r w j a n a n	*smerwjanan	s m e r w j a n ( a n )	smerwjanan	*smerwjanan	497	Proto-Germanic				smear	*smerwjanan
1813	ʃ m iː r ə n	*smerwjanan	ʃ m iː r - - ə n ( - - )	ʃmiːrən	schmieren	497	German				smear	*smerwjanan
1814	s m ɪə r	*smerwjanan	s m ɪə r - - - - ( - - )	smɪər	smear	497	English				smear	*smerwjanan
1815	s m eː r ə	*smerwjanan	s m eː r - - ə - ( - - )	smeːrə	smeren	497	Dutch				smear	*smerwjanan
1056	s n ai gʷ a z	*snaigwaz	s n ai ( gʷ a z )	snaigwaz	*snaigwaz	290	Proto-Germanic				snow	*snaigwaz
1057	ʃ n eː	*snaigwaz	ʃ n eː ( - - - )	ʃneː	Schnee	290	German				snow	*snaigwaz
1058	s n əʊ	*snaigwaz	s n əʊ ( - - - )	snəʊ	snow	290	English				snow	*snaigwaz
1059	s n eː ʋ	*snaigwaz	s n eː ( ʋ - - )	sneːʋ	sneeuw	290	Dutch				snow	*snaigwaz
1097	s u r g oː	*surgō	s u r g oː	surgoː	*surgō	301	Proto-Germanic				sorrow	*surgō
1098	z ɔ r ɡ ə	*surgō	z ɔ r ɡ ə	zɔrɡə	Sorge	301	German				sorrow	*surgō
1099	s ɔ r əʊ	*surgō	s ɔ r əʊ -	sɔrəʊ	sorrow	301	English				sorrow	*surgō
1100	z ɔ r x	*surgō	z ɔ r x -	zɔrx	zorg	301	Dutch				sorrow	*surgō
1322	s ai w a l oː	*saiwalō	s ai w a l oː	saiwaloː	*saiwalō	363	Proto-Germanic				soul	*saiwalō
1323	z eː l ə	*saiwalō	z eː - - l ə	zeːlə	Seele	363	German				soul	*saiwalō
1324	s əʊ l	*saiwalō	s əʊ - - l -	səʊl	soul	363	English				soul	*saiwalō
1325	z iː l	*saiwalō	z iː - - l -	ziːl	ziel	363	Dutch				soul	*saiwalō
1356	s p a nː a n a n	*spannanan	s p a nː a n ( a n )	spannanan	*spannanan	372	Proto-Germanic				span	*spannanan
1357	ʃ p a n ə n	*spannanan	ʃ p a n ə n ( - - )	ʃpanən	spannen	372	German				span	*spannanan
1358	s p æ n	*spannanan	s p æ n - - ( - - )	spæn	span	372	English				span	*spannanan
1359	s p ɑ n ə	*spannanan	s p ɑ n ə - ( - - )	spɑnə	spannen	372	Dutch				span	*spannanan
568	s p a nː oː	*spannō	s p a nː ( oː )	spannoː	*spannō	156	Proto-Germanic				span	*spannō
569	ʃ p a n ə	*spannō	ʃ p a n ( ə )	ʃpanə	Spanne	156	German				span	*spannō
570	s p æ n	*spannō	s p æ n ( - )	spæn	span	156	English				span	*spannō
1229	s p a r oː n	*sparrōn	s p a r oː n	sparroːn	*sparrōn	338	Proto-Germanic				spar	*sparrōn
1230	ʃ p a r ə n	*sparrōn	ʃ p a r ə n	ʃparən	Sparren	338	German				spar	*sparrōn
1231	s p ɑː r	*sparrōn	s p ɑː r - -	spɑːr	spar	338	English				spar	*sparrōn
1232	s p ɑ r	*sparrōn	s p ɑ r - -	spɑr	spar	338	Dutch				spar	*sparrōn
832	s p a r eː n a n	*sparēnan	s p a r eː n ( a n )	spareːnan	*sparēnan	229	Proto-Germanic				spare	*sparēnan
833	ʃ p aː r ə n	*sparēnan	ʃ p aː r ə n ( - - )	ʃpaːrən	sparen	229	German				spare	*sparēnan
834	s p ɛə r	*sparēnan	s p ɛə r - - ( - - )	spɛər	spare	229	English				spare	*sparēnan
835	s p aː r ə	*sparēnan	s p aː r ə - ( - - )	spaːrə	sparen	229	Dutch				spare	*sparēnan
364	s p e r u	*speru	s p e r ( u )	speru	*speru	101	Proto-Germanic				spear	*speru
365	ʃ p eː r	*speru	ʃ p eː r ( - )	ʃpeːr	Speer	101	German				spear	*speru
366	s p ɪə r	*speru	s p ɪə r ( - )	spɪər	spear	101	English				spear	*speru
367	s p eː r	*speru	s p eː r ( - )	speːr	speer	101	Dutch				spear	*speru
300	s p e nː a n a n	*spennanan	s p e nː a n ( a n )	spennanan	*spennanan	84	Proto-Germanic				spin	*spennanan
301	ʃ p ɪ n ə n	*spennanan	ʃ p ɪ n ə n ( - - )	ʃpɪnən	spinnen	84	German				spin	*spennanan
302	s p ɪ n	*spennanan	s p ɪ n - - ( - - )	spɪn	spin	84	English				spin	*spennanan
303	s p ɪ n ə	*spennanan	s p ɪ n ə - ( - - )	spɪnə	spinnen	84	Dutch				spin	*spennanan
178	s p e nː i l oː	*spennilō	s p e nː - i l ( oː )	spenniloː	*spennilō	51	Proto-Germanic				spindle	*spennilō
179	ʃ p ɪ n d ə l	*spennilō	ʃ p ɪ n d ə l ( - )	ʃpɪndəl	Spindel	51	German				spindle	*spennilō
180	s p ɪ n d ə l	*spennilō	s p ɪ n d ə l ( - )	spɪndḷ	spindle	51	English				spindle	*spennilō
181	s p ɪ l	*spennilō	s p ɪ - - - l ( - )	spɪl	spil	51	Dutch				spindle	*spennilō
414	s p eː n u z	*spēnuz	s p eː n ( u z )	speːnuz	*spēnuz	114	Proto-Germanic				spoon	*spēnuz
415	ʃ p aː n	*spēnuz	ʃ p aː n ( - - )	ʃpaːn	Span	114	German				spoon	*spēnuz
416	s p uː n	*spēnuz	s p uː n ( - - )	spuːn	spoon	114	English				spoon	*spēnuz
417	s p aː n	*spēnuz	s p aː n ( - - )	spaːn	spaan	114	Dutch				spoon	*spēnuz
1501	s p r ai d j a n a n	*spraidjanan	s p r ai d j a n ( a n )	spraidjanan	*spraidjanan	412	Proto-Germanic				spread	*spraidjanan
1502	ʃ p r ai t ə n	*spraidjanan	ʃ p r ai t - ə n ( - - )	ʃpraitən	spreiten	412	German				spread	*spraidjanan
1503	s p r ɛ d	*spraidjanan	s p r ɛ d - - - ( - - )	sprɛd	spread	412	English				spread	*spraidjanan
1504	s p r ɛɪ d ə	*spraidjanan	s p r ɛɪ d - ə - ( - - )	sprɛɪdə	spreiden	412	Dutch				spread	*spraidjanan
68	s p u r a n	*spuran	s p u r ( a n )	spuran	*spuran	20	Proto-Germanic				spur	*spuran
69	ʃ p ɔ r n	*spuran	ʃ p ɔ r ( - n )	ʃpɔrn	Sporn	20	German				spur	*spuran
70	s p ɜː r	*spuran	s p ɜː r ( - - )	spɜːr	spur	20	English				spur	*spuran
71	s p oː r	*spuran	s p oː r ( - - )	spoːr	spoor	20	Dutch				spur	*spuran
1402	s t a b i z	*stabiz	s t a b ( i z )	stabiz	*stabiz	384	Proto-Germanic				staff	*stabiz
1403	ʃ t aː p	*stabiz	ʃ t aː b ( - - )	ʃtaːp	Stab	384	German				staff	*stabiz
1404	s t ɑː f	*stabiz	s t ɑː f ( - - )	stɑːf	staff	384	English				staff	*stabiz
1405	s t ɑ f	*stabiz	s t ɑ f ( - - )	stɑf	staf	384	Dutch				staff	*stabiz
27	s t e r t a z	*stertaz	s t e r t ( a z )	stertaz	*stertaz	8	Proto-Germanic				start	*stertaz
28	ʃ t ɛ r ts	*stertaz	ʃ t ɛ r ts ( - - )	ʃtɛrt͡s	Sterz	8	German				start	*stertaz
29	s t ɑː t	*stertaz	s t ɑː - t ( - - )	stɑːt	start	8	English				start	*stertaz
30	s t aː r t	*stertaz	s t aː r t ( - - )	staːrt	staart	8	Dutch				start	*stertaz
319	s t e r b a n a n	*sterbanan	s t e r b a n a n	sterbanan	*sterbanan	89	Proto-Germanic				starve	*sterbanan
320	ʃ t ɛ r b ə n	*sterbanan	ʃ t ɛ r b ə n - -	ʃtɛrbən	sterben	89	German				starve	*sterbanan
321	s t ɑː v	*sterbanan	s t ɑː - v - - - -	stɑːv	starve	89	English				starve	*sterbanan
322	s t ɛ r v ə	*sterbanan	s t ɛ r v ə - - -	stɛrvə	sterven	89	Dutch				starve	*sterbanan
457	s t e l a n a n	*stelanan	s t e l a n ( a n )	stelanan	*stelanan	126	Proto-Germanic				steal	*stelanan
458	ʃ t eː l ə n	*stelanan	ʃ t eː l ə n ( - - )	ʃteːlən	stehlen	126	German				steal	*stelanan
459	s t iː l	*stelanan	s t iː l - - ( - - )	stiːl	steal	126	English				steal	*stelanan
460	s t eː l ə	*stelanan	s t eː l ə - ( - - )	steːlə	stelen	126	Dutch				steal	*stelanan
1624	s t a m n a z	*stamnaz	s t a m ( n a z )	stamnaz	*stamnaz	446	Proto-Germanic				stem	*stamnaz
1625	ʃ t a m	*stamnaz	ʃ t a m ( - - - )	ʃtam	Stamm	446	German				stem	*stamnaz
1626	s t ɛ m	*stamnaz	s t ɛ m ( - - - )	stɛm	stem	446	English				stem	*stamnaz
1627	s t ɑ m	*stamnaz	s t ɑ m ( - - - )	stɑm	stam	446	Dutch				stem	*stamnaz
1394	s t e lː j a n a n	*stelljanan	s t e lː j a n ( a n )	stelljanan	*stelljanan	382	Proto-Germanic				still	*stelljanan
1395	ʃ t ɪ l ə n	*stelljanan	ʃ t ɪ l - ə n ( - - )	ʃtɪlən	stillen	382	German				still	*stelljanan
1396	s t ɪ l	*stelljanan	s t ɪ l - - - ( - - )	stɪl	still	382	English				still	*stelljanan
1397	s t ɪ l ə	*stelljanan	s t ɪ l - ə - ( - - )	stɪlə	stillen	382	Dutch				still	*stelljanan
446	s t e l t j oː n	*steltjōn	s t e l t j oː ( n )	steltjoːn	*steltjōn	123	Proto-Germanic				stilt	*steltjōn
447	ʃ t ɛ l ts ə	*steltjōn	ʃ t ɛ l ts - ə ( - )	ʃtɛlt͡sə	Stelze	123	German				stilt	*steltjōn
448	s t ɪ l t	*steltjōn	s t ɪ l t - - ( - )	stɪlt	stilt	123	English				stilt	*steltjōn
449	s t ɛ l t	*steltjōn	s t ɛ l t - - ( - )	stɛlt	stelt	123	Dutch				stilt	*steltjōn
1899	s t u kː a z	*stukkaz	s t u kː ( a z )	stukkaz	*stukkaz	521	Proto-Germanic				stock	*stukkaz
1900	ʃ t ɔ k	*stukkaz	ʃ t ɔ k ( - - )	ʃtɔk	Stock	521	German				stock	*stukkaz
1901	s t ɔ k	*stukkaz	s t ɔ k ( - - )	stɔk	stock	521	English				stock	*stukkaz
1902	s t ɔ k	*stukkaz	s t ɔ k ( - - )	stɔk	stok	521	Dutch				stock	*stukkaz
1413	s t ai n a z	*stainaz	s t ai n ( a z )	stainaz	*stainaz	387	Proto-Germanic				stone	*stainaz
1414	ʃ t ai n	*stainaz	ʃ t ai n ( - - )	ʃtain	Stein	387	German				stone	*stainaz
1415	s t əʊ n	*stainaz	s t əʊ n ( - - )	stəʊn	stone	387	English				stone	*stainaz
1416	s t eː n	*stainaz	s t eː n ( - - )	steːn	steen	387	Dutch				stone	*stainaz
1892	s t oː l a z	*stōlaz	s t oː l ( a z )	stoːlaz	*stōlaz	519	Proto-Germanic				stool	*stōlaz
1893	ʃ t uː l	*stōlaz	ʃ t uː l ( - - )	ʃtuːl	Stuhl	519	German				stool	*stōlaz
1894	s t uː l	*stōlaz	s t uː l ( - - )	stuːl	stool	519	English				stool	*stōlaz
1895	s t uː l	*stōlaz	s t uː l ( - - )	stuːl	stoel	519	Dutch				stool	*stōlaz
592	s t u r k a z	*sturkaz	s t u r k ( a z )	sturkaz	*sturkaz	163	Proto-Germanic				stork	*sturkaz
593	ʃ t ɔ r x	*sturkaz	ʃ t ɔ r x ( - - )	ʃtɔrx	Storch	163	German				stork	*sturkaz
594	s t ɔː k	*sturkaz	s t ɔː - k ( - - )	stɔːk	stork	163	English				stork	*sturkaz
669	s t u r m a z	*sturmaz	s t u r m ( a z )	sturmaz	*sturmaz	184	Proto-Germanic				storm	*sturmaz
670	ʃ t ʊ r m	*sturmaz	ʃ t ʊ r m ( - - )	ʃtʊrm	Sturm	184	German				storm	*sturmaz
671	s t ɔː m	*sturmaz	s t ɔː - m ( - - )	stɔːm	storm	184	English				storm	*sturmaz
672	s t ɔ r m	*sturmaz	s t ɔ r m ( - - )	stɔrm	storm	184	Dutch				storm	*sturmaz
1252	s t r a w a n	*strawan	s t r a ( w a n )	strawan	*strawan	344	Proto-Germanic				straw	*strawan
1253	ʃ t r oː	*strawan	ʃ t r oː ( - - - )	ʃtroː	Stroh	344	German				straw	*strawan
1254	s t r ɔː	*strawan	s t r ɔː ( - - - )	strɔː	straw	344	English				straw	*strawan
1255	s t r oː	*strawan	s t r oː ( - - - )	stroː	stro	344	Dutch				straw	*strawan
1360	s t r au m a z	*straumaz	s t r au m ( a z )	straumaz	*straumaz	373	Proto-Germanic				stream	*straumaz
1361	ʃ t r oː m	*straumaz	ʃ t r oː m ( - - )	ʃtroːm	Strom	373	German				stream	*straumaz
1362	s t r iː m	*straumaz	s t r iː m ( - - )	striːm	stream	373	English				stream	*straumaz
1363	s t r oː m	*straumaz	s t r oː m ( - - )	stroːm	stroom	373	Dutch				stream	*straumaz
730	s t r a kː j a n a n	*strakkjanan	s t r a kː j a n ( a n )	strakkjanan	*strakkjanan	201	Proto-Germanic				stretch	*strakkjanan
731	ʃ t r ɛ k ə n	*strakkjanan	ʃ t r ɛ k - ə n ( - - )	ʃtrɛkən	strecken	201	German				stretch	*strakkjanan
732	s t r ɛ ʧ	*strakkjanan	s t r ɛ ʧ - - - ( - - )	strɛʧ	stretch	201	English				stretch	*strakkjanan
733	s t r ɛ k ə	*strakkjanan	s t r ɛ k - ə - ( - - )	strɛkə	strekken	201	Dutch				stretch	*strakkjanan
356	s t r a w j a n a n	*strawjanan	s t r a w j a n ( a n )	strawjanan	*strawjanan	99	Proto-Germanic				strew	*strawjanan
357	ʃ t r ɔy ə n	*strawjanan	ʃ t r ɔy - - ə n ( - - )	ʃtrɔyən	streuen	99	German				strew	*strawjanan
358	s t r uː	*strawjanan	s t r uː - - - - ( - - )	struː	strew	99	English				strew	*strawjanan
359	s t r oː j ə	*strawjanan	s t r oː - j ə - ( - - )	stroːjə	strooien	99	Dutch				strew	*strawjanan
492	s t r a n g i z	*strangiz	s t r a n g ( i z )	strangiz	*strangiz	135	Proto-Germanic				string	*strangiz
493	ʃ t r a ŋ	*strangiz	ʃ t r a ŋ - ( - - )	ʃtraŋ	Strang	135	German				string	*strangiz
494	s t r ɪ ŋ	*strangiz	s t r ɪ ŋ - ( - - )	strɪŋ	string	135	English				string	*strangiz
495	s t r ɛ ŋ	*strangiz	s t r ɛ ŋ - ( - - )	strɛŋ	streng	135	Dutch				string	*strangiz
605	s t oː d a n	*stōdan	s t oː d a ( n )	stoːdan	*stōdan	167	Proto-Germanic				stud	*stōdan
606	ʃ t uː t ə	*stōdan	ʃ t uː t ə ( - )	ʃtuːtə	Stute	167	German				stud	*stōdan
607	s t ʌ d	*stōdan	s t ʌ d - ( - )	stʌd	stud	167	English				stud	*stōdan
1869	s u m e r a z	*sumeraz	s u m e r ( a z )	sumeraz	*sumeraz	513	Proto-Germanic				summer	*sumeraz
1870	z ɔ m ə r	*sumeraz	z ɔ m ə r ( - - )	zɔmər	Sommer	513	German				summer	*sumeraz
1871	s ʌ m ə r	*sumeraz	s ʌ m ə r ( - - )	sʌmər	summer	513	English				summer	*sumeraz
1872	z oː m ə r	*sumeraz	z oː m ə r ( - - )	zoːmər	zomer	513	Dutch				summer	*sumeraz
1755	s u nː oː n	*sunnōn	s u nː ( oː n )	sunnoːn	*sunnōn	481	Proto-Germanic				sun	*sunnōn
1756	z ɔ n ə	*sunnōn	z ɔ n ( ə - )	zɔnə	Sonne	481	German				sun	*sunnōn
1757	s ʌ n	*sunnōn	s ʌ n ( - - )	sʌn	sun	481	English				sun	*sunnōn
1758	z ɔ n	*sunnōn	z ɔ n ( - - )	zɔn	zon	481	Dutch				sun	*sunnōn
1653	s u n d r oː j a n a n	*sundrōjanan	( - - ) s u n d - r ( oː j a n a n )	sundroːjanan	*sundrōjanan	454	Proto-Germanic				sunder	*sundrōjanan
1654	z ɔ n d ə r n	*sundrōjanan	( - - ) z ɔ n d ə r ( - n - - - - )	zɔndərn	sondern	454	German				sunder	*sundrōjanan
1655	s ʌ n d ə r	*sundrōjanan	( - - ) s ʌ n d ə r ( - - - - - - )	sʌndər	sunder	454	English				sunder	*sundrōjanan
1656	ɑ f s ɔ n d ə r ə	*sundrōjanan	( ɑ f ) s ɔ n d ə r ( ə - - - - - )	ɑfsɔndərə	afzonderen	454	Dutch				sunder	*sundrōjanan
1364	s uː p a n a n	*sūpanan	s uː p a n ( a n )	suːpanan	*sūpanan	374	Proto-Germanic				sup	*sūpanan
1365	z au f ə n	*sūpanan	z au f ə n ( - - )	zaufən	saufen	374	German				sup	*sūpanan
1366	s ʌ p	*sūpanan	s ʌ p - - ( - - )	sʌp	sup	374	English				sup	*sūpanan
1367	z œy p ə	*sūpanan	z œy p ə - ( - - )	zœypə	zuipen	374	Dutch				sup	*sūpanan
1280	s w a l gʷ oː n	*swalgwōn	s w a l ( - gʷ oː n )	swalgwoːn	*swalgwōn	352	Proto-Germanic				swallow	*swalgwōn
1281	ʃ v a l b ə	*swalgwōn	ʃ v a l ( - b ə - )	ʃvalbə	Schwalbe	352	German				swallow	*swalgwōn
1282	s ʋ ɔ l əʊ	*swalgwōn	s ʋ ɔ l ( əʊ - - - )	sʋɔləʊ	swallow	352	English				swallow	*swalgwōn
1283	z ʋ aː l yː ʋ	*swalgwōn	z ʋ aː l ( yː ʋ - - )	zʋaːlyːʋ	zwaluw	352	Dutch				swallow	*swalgwōn
1628	s w a n a z	*swanaz	s w a n ( a z )	swanaz	*swanaz	447	Proto-Germanic				swan	*swanaz
1629	ʃ v aː n	*swanaz	ʃ v aː n ( - - )	ʃvaːn	Schwan	447	German				swan	*swanaz
1630	s ʋ ɔ n	*swanaz	s ʋ ɔ n ( - - )	sʋɔn	swan	447	English				swan	*swanaz
677	s w e lː a n a n	*swellanan	s w e lː a n ( a n )	swellanan	*swellanan	186	Proto-Germanic				swell	*swellanan
678	ʃ v ɛ l ə n	*swellanan	ʃ v ɛ l ə n ( - - )	ʃvɛlən	schwellen	186	German				swell	*swellanan
679	s ʋ ɛ l	*swellanan	s ʋ ɛ l - - ( - - )	sʋɛl	swell	186	English				swell	*swellanan
982	s w e mː a n a n	*swemmanan	s w e mː a n ( a n )	swemmanan	*swemmanan	270	Proto-Germanic				swim	*swemmanan
983	ʃ v ɪ m ə n	*swemmanan	ʃ v ɪ m ə n ( - - )	ʃvɪmən	schwimmen	270	German				swim	*swemmanan
984	s ʋ ɪ m	*swemmanan	s ʋ ɪ m - - ( - - )	sʋɪm	swim	270	English				swim	*swemmanan
985	z ʋ ɛ m ə	*swemmanan	z ʋ ɛ m ə - ( - - )	zʋɛmə	zwemmen	270	Dutch				swim	*swemmanan
1075	s w iː n a n	*swīnan	s w iː n ( a n )	swiːnan	*swīnan	295	Proto-Germanic				swine	*swīnan
1076	ʃ v ai n	*swīnan	ʃ v ai n ( - - )	ʃvain	Schwein	295	German				swine	*swīnan
1077	s ʋ aɪ n	*swīnan	s ʋ aɪ n ( - - )	sʋaɪn	swine	295	English				swine	*swīnan
1078	z ʋ ɛɪ n	*swīnan	z ʋ ɛɪ n ( - - )	zʋɛɪn	zwijn	295	Dutch				swine	*swīnan
206	s w e r d a n	*swerdan	s w e r d ( a n )	swerdan	*swerdan	58	Proto-Germanic				sword	*swerdan
207	ʃ v eː r t	*swerdan	ʃ v eː r t ( - - )	ʃveːrt	Schwert	58	German				sword	*swerdan
208	s ɔː d	*swerdan	s - ɔː - d ( - - )	sɔːd	sword	58	English				sword	*swerdan
209	z ʋ aː r t	*swerdan	z ʋ aː r t ( - - )	zʋaːrt	zwaard	58	Dutch				sword	*swerdan
327	t a pː oː n	*tappōn	t a pː oː ( n )	tappoːn	*tappōn	91	Proto-Germanic				tap	*tappōn
328	ts a pf ə n	*tappōn	ts a pf ə ( n )	t͡sap͡fən	Zapfen	91	German				tap	*tappōn
329	t æ p	*tappōn	t æ p - ( - )	tæp	tap	91	English				tap	*tappōn
330	t ɑ p	*tappōn	t ɑ p - ( - )	tɑp	tap	91	Dutch				tap	*tappōn
1386	t au x m a z	*tauxmaz	t au x m ( a z )	tauxmaz	*tauxmaz	380	Proto-Germanic				team	*tauxmaz
1387	ts au m	*tauxmaz	ts au - m ( - - )	t͡saum	Zaum	380	German				team	*tauxmaz
1388	t iː m	*tauxmaz	t iː - m ( - - )	tiːm	team	380	English				team	*tauxmaz
1389	t oː m	*tauxmaz	t oː - m ( - - )	toːm	toom	380	Dutch				team	*tauxmaz
860	t e x u n	*texun	t e x u n	texun	*texun	237	Proto-Germanic				ten	*texun
861	ts eː n	*texun	ts eː - - n	t͡seːn	zehn	237	German				ten	*texun
862	t ɛ n	*texun	t ɛ - - n	tɛn	ten	237	English				ten	*texun
863	t iː n	*texun	t iː - - n	tiːn	tien	237	Dutch				ten	*texun
1802	θ e g n a z	*θegnaz	θ e g - n ( a z )	θegnaz	*θegnaz	494	Proto-Germanic				thane	*θegnaz
1803	d eː ɡ ə n	*θegnaz	d eː ɡ ə n ( - - )	deːɡən	Degen	494	German				thane	*θegnaz
1804	θ eɪ n	*θegnaz	θ eɪ - - n ( - - )	θeɪn	thane	494	English				thane	*θegnaz
1195	θ a n k a z	*θankaz	θ a n k ( a z )	θankaz	*θankaz	328	Proto-Germanic				thanks	*θankaz
1196	d a ŋ k	*θankaz	d a ŋ k ( - - )	daŋk	Dank	328	German				thanks	*θankaz
1197	θ æ ŋ k s	*θankaz	θ æ ŋ k ( - s )	θæŋks	thanks	328	English	!			thanks	*θankaz
1198	d ɑ ŋ k	*θankaz	d ɑ ŋ k ( - - )	dɑŋk	dank	328	Dutch	!			thanks	*θankaz
949	θ a k a n	*θakan	θ a k ( a n )	θakan	*θakan	261	Proto-Germanic				thatch	*θakan
950	d a x	*θakan	d a x ( - - )	dax	Dach	261	German				thatch	*θakan
951	θ æ ʧ	*θakan	θ æ ʧ ( - - )	θæʧ	thatch	261	English				thatch	*θakan
952	d ɑ k	*θakan	d ɑ k ( - - )	dɑk	dak	261	Dutch				thatch	*θakan
649	θ eu b a z	*θeubaz	θ eu b ( a z )	θeubaz	*θeubaz	179	Proto-Germanic				thief	*θeubaz
650	d iː p	*θeubaz	d iː b ( - - )	diːp	Dieb	179	German				thief	*θeubaz
651	θ iː f	*θeubaz	θ iː f ( - - )	θiːf	thief	179	English				thief	*θeubaz
652	d iː f	*θeubaz	d iː f ( - - )	diːf	dief	179	Dutch				thief	*θeubaz
712	θ e n g a z	*θengaz	θ e n g ( a z )	θengaz	*θengaz	196	Proto-Germanic				thing	*θengaz
713	d ɪ ŋ	*θengaz	d ɪ ŋ - ( - - )	dɪŋ	Ding	196	German				thing	*θengaz
714	θ ɪ ŋ	*θengaz	θ ɪ ŋ - ( - - )	θɪŋ	thing	196	English				thing	*θengaz
715	d ɪ ŋ	*θengaz	d ɪ ŋ - ( - - )	dɪŋ	ding	196	Dutch				thing	*θengaz
352	θ a n k a z	*θankaz	θ a n k ( a z )	θankaz	*θankaz	98	Proto-Germanic				think	*θankaz
353	d ɛ ŋ k ə n	*θankaz	d ɛ ŋ k ( ə n )	dɛŋkən	denken	98	German				think	*θankaz
354	θ ɪ ŋ k	*θankaz	θ ɪ ŋ k ( - - )	θɪŋk	think	98	English	!			think	*θankaz
355	d ɛ ŋ k ə	*θankaz	d ɛ ŋ k ( ə - )	dɛŋkə	denken	98	Dutch	!			think	*θankaz
64	θ u r s t u z	*θurstuz	θ u r s t ( u z )	θurstuz	*θurstuz	19	Proto-Germanic				thirst	*θurstuz
65	d ʊ r s t	*θurstuz	d ʊ r s t ( - - )	dʊrst	Durst	19	German				thirst	*θurstuz
