# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
9191	Bola	all / everything	877	a³¹la̱p⁵⁵	/ʔ a ³¹ + ˀl a p ⁵⁵	i n t + i n c t	/ʔ a ³¹ + ˀl a p ⁵⁵	289 290
10839	Lashi	all / everything	877	pan³¹ʃɔ̱ʔ⁵⁵	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	89 304
11610	Old_Burmese	all / everything	877	kun	k u n ²²	i n c t	k u n ²²	293
#
881	Rangoon	all / whole, the	878	ɑ⁵⁵lõ⁵⁵	/ʔ ɑ ⁵⁵ + l õ ∼ ⁵⁵	i n t + i n c t	/ʔ ɑ ⁵⁵ + l õ ∼ ⁵⁵	305 306
2637	Achang_Longchuan	all / whole, the	878	pʐa⁵⁵ pʐa⁵⁵	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	i m n t + i m n t	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	301 302
4199	Xiandao	all / whole, the	878	chot⁵⁵	ch o t ⁵⁵	i n c t	ch o t ⁵⁵	307
5811	Atsi	all / whole, the	878	pan²¹ʃoʔ⁵⁵	p a n ²¹ + ʃ o ʔ ⁵⁵	i n c t + i n c t	p a n ²¹ + ʃ o ʔ ⁵⁵	303 304
7512	Maru	all / whole, the	878	pəŋ³¹ʃɔʔ⁵⁵	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p ə ŋ ³¹ + ʃ ɔ ʔ ⁵⁵	303 304
9192	Bola	all / whole, the	878	pɛ̃⁵⁵ʃaʔ⁵⁵	p ɛ̃ ∼ ⁵⁵ + ʃ a ʔ ⁵⁵	i n c t + i n c t	p ɛ̃ ∼ ⁵⁵ + ʃ a ʔ ⁵⁵	303 304
10840	Lashi	all / whole, the	878	pan³¹ʃɔ̱ʔ⁵⁵	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	i n c t + i n c t	p a n ³¹ + ˀʃ ɔ ʔ ⁵⁵	303 304
#
1029	Rangoon	alone	1025	tɑ⁵³jɑuʔ⁴thɛ⁵⁵	t ɑ ⁵³ + /ʔ j ɑ u ʔ ⁴ + tʰ ɛ ⁵⁵	i n t + i m n N c t + i n t	t ɑ ⁵³ + /ʔ j ɑ u ʔ ⁴ + tʰ ɛ ⁵⁵	15341 319 320
5963	Atsi	alone	1025	pau⁵⁵tsă²¹	p a u ⁵⁵ + ts ă ²¹	i n N t + i n t	p a u ⁵⁵ + ts ă ²¹	315 15341
7646	Maru	alone	1025	tă³¹jauk³¹	t ă ³¹ + /ʔ j au k ³¹	i n t + i m n c t	t ă ³¹ + /ʔ j au k ³¹	15341 317
9340	Bola	alone	1025	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t	/ʔ j ɔ̃ ∼ ³¹	317
10966	Lashi	alone	1025	ŋjan³¹puk⁵⁵	ŋ j a n ³¹ + /ʔ p u k ⁵⁵	i m n c t + i m n i t	ŋ j a n ³¹ + /ʔ p u	317 318
#
1064	Rangoon	alter	1060	pjɑ̃u⁵⁵se²²	p j ɑ̃ u ∼ ⁵⁵ + s e ²²	i m n N c t + i n t	p j ɑ̃ u ∼ ⁵⁵ + s e ²²	332 333
2814	Achang_Longchuan	alter	1060	pen³⁵	p e n ³⁵	i n c t	p e n ³⁵	326
5999	Atsi	alter	1060	lo̱ʔ⁵⁵lai⁵⁵	ˀl o ʔ ⁵⁵ + l a i ⁵⁵	i n c t + i n N t	ˀl o ʔ ⁵⁵ + l a i ⁵⁵	10453 328
9375	Bola	alter	1060	tøʔ³¹nɔ̱̃⁵⁵	t ø ʔ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	i n c t + i n c t	t ø ʔ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	329 330
10994	Lashi	alter	1060	sa̱ːi⁵³lə̱ːk⁵⁵	ˀs aːi ⁵³ + ˀl əː k ⁵⁵	i n t + i n c t	ˀs aːi ⁵³ + ˀl əː k ⁵⁵	331 10453
#
56	Rangoon	aluminum	56	dɑ̃²²	d ɑ̃ ∼ ²²	i n c t	d ɑ̃ ∼ ²²	336
4993	Atsi	aluminum	56	tan⁵⁵	t a n ⁵⁵	i n c t	t a n ⁵⁵	336
6777	Maru	aluminum	56	tsha³¹	tsh a ³¹	i n t	tsh a ³¹	338
8404	Bola	aluminum	56	saŋ⁵⁵phɔ⁵⁵	s a ŋ ⁵⁵ + ph ɔ ⁵⁵	i n c t + i n t	s a ŋ ⁵⁵ + ph ɔ ⁵⁵	336 337
#
213	Rangoon	ancestors / forebears	213	pho⁵⁵bwɑ⁵⁵bi²²bĩ²²	pʰ o ⁵⁵ + b w ɑ ⁵⁵ + b i ²² + b ĩ ∼ ²²	i n t + i m n t + i n t + i n c t	pʰ o ⁵⁵ + b w ɑ ⁵⁵ + b - i - ²² + b ĩ ∼ ²²	349 350 345 351
2027	Achang_Longchuan	ancestors / forebears	213	len³⁵	l e n ³⁵	i n c t	l e n ³⁵	342
3679	Xiandao	ancestors / forebears	213	lin³⁵	l i n ³⁵	i n c t	l i n ³⁵	342
5146	Atsi	ancestors / forebears	213	tʃi̱⁵⁵vo̱i⁵⁵	ˀtʃ i ⁵⁵ + ˀv o i ⁵⁵	i n t + i n N t	ˀtʃ i ⁵⁵ + ˀv o i ⁵⁵	343 344
6913	Maru	ancestors / forebears	213	phuk⁵⁵phjik⁵⁵	ph u k ⁵⁵ + ph j i k ⁵⁵	i n c t + i m n c t	ph u k ⁵⁵ + ph j i k ⁵⁵	348 345
8550	Bola	ancestors / forebears	213	phau³⁵phi³¹	ph au ³⁵ + ph i ³¹	i n t + i n t	ph - au - ³⁵ + ph i ³¹	345 346
10268	Lashi	ancestors / forebears	213	phou⁵⁵phji⁵⁵	ph ou ⁵⁵ + ph j i ⁵⁵	i n t + i m n t	ph ou ⁵⁵ + ph j i - ⁵⁵	347 345
#
738	Rangoon	ancient times, in	735	ɕe⁵⁵tθɑ⁵³jɑ̃²²jɔ⁵⁵ɑ⁵³khɑ²²	ɕ e ⁵⁵ + tθ ɑ ⁵³ + /ʔ j ɑ̃ ∼ ²² + /ʔ j ɔ ⁵⁵ + /ʔ ɑ ⁵³ + kʰ ɑ ²²	i n t + i n t + i m n c t + i m n t + i n t + i n t	ɕ e ⁵⁵ + tθ ɑ ⁵³ + /ʔ j ɑ̃ ∼ ²² + /ʔ j ɔ ⁵⁵ + /ʔ ɑ ⁵³ + kʰ ɑ ²²	363 364 365 366 5331 357
2498	Achang_Longchuan	ancient times, in	735	ku³¹lai⁵⁵	k u ³¹ + l ai ⁵⁵	i n t + i n t	k u ³¹ + l ai - ⁵⁵	357 358
4071	Xiandao	ancient times, in	735	kɔ̆³⁵lai⁵⁵	k ɔ̆ ³⁵ + l ai ⁵⁵	i n t + i n t	k ɔ̆ ³⁵ + l ai - ⁵⁵	357 358
5667	Atsi	ancient times, in	735	a²¹na̱m²¹	/ʔ a ²¹ + ˀn a m ²¹	i n t + i n c t	/ʔ a ²¹ + ˀn a m ²¹	5331 360
7374	Maru	ancient times, in	735	a³¹pja̱t³¹	/ʔ a ³¹ + ˀp j a t ³¹	i n t + i m n c t	/ʔ a ³¹ + ˀp j a t ³¹	5331 362
9048	Bola	ancient times, in	735	kə̆³¹la̱ŋ⁵⁵	k ə̆ ³¹ + ˀl a ŋ ⁵⁵	i n t + i n c t	k ə̆ ³¹ + ˀl a ŋ ⁵⁵	357 358
10703	Lashi	ancient times, in	735	ko⁵⁵la̱ŋ³³ko⁵⁵na̱m⁵³	k o ⁵⁵ + ˀl a ŋ ³³ + k o ⁵⁵ + ˀn a m ⁵³	i n t + i n c t + i n t + i n c t	k o ⁵⁵ + ˀl a ŋ ³³ + k o ⁵⁵ + ˀn a m ⁵³	357 358 361 360
#
1518	Rangoon	angry, be / take offense	1506	dɔ⁵⁵pwɑ⁵³	d ɔ ⁵⁵ + p w ɑ ⁵³	i n t + i m n t	d ɔ ⁵⁵ + p w ɑ ⁵³	383 384
3229	Achang_Longchuan	angry, be / take offense	1506	tsit⁵⁵	ts i t ⁵⁵	i n c t	ts i t ⁵⁵	378
4704	Xiandao	angry, be / take offense	1506	tsit⁵⁵	ts i t ⁵⁵	i n c t	ts i t ⁵⁵	378
6452	Atsi	angry, be / take offense	1506	ni̱k⁵⁵ jo²¹	ˀn i k ⁵⁵ + /ʔ j o ²¹	i n c t + i m n t	ˀn i k ⁵⁵ + /ʔ j o ²¹	7931 8774
8088	Maru	angry, be / take offense	1506	na̱k⁵⁵ jo³¹	ˀn a k ⁵⁵ + /ʔ j o ³¹	i n c t + i m n t	ˀn a k ⁵⁵ + /ʔ j o ³¹	7931 8774
9814	Bola	angry, be / take offense	1506	na̱k⁵⁵tʃam³¹ja³¹	ˀn a k ⁵⁵ + tʃ a m ³¹ + /ʔ j a ³¹	i n c t + i n c t + i m n t	ˀn a k ⁵⁵ + tʃ a m ³¹ + /ʔ j a ³¹	7931 381 8774
11379	Lashi	angry, be / take offense	1506	nə̱k⁵⁵jɔː³³	ˀn ə k ⁵⁵ + /ʔ j ɔː ³³	i n c t + i m n t	ˀn ə k ⁵⁵ + /ʔ j ɔː ³³	7931 8774
11862	Old_Burmese	angry, be / take offense	1506	myak	m j a k ⁴	i m n c t	m j a k ⁴	382
#
1786	Rangoon	animal / beast (note:+carnivore)	1769	tθɑ⁵⁵jɛ⁵⁵ti⁵³reʔ⁴shɑ̃²²	tθ ɑ ⁵⁵ + /ʔ j ɛ ⁵⁵ + t i ⁵³ + r e ʔ ⁴ + sʰ ɑ̃ ∼ ²²	i n t + i m n t + i n t + i n c t + i n c t	tθ ɑ ⁵⁵ + /ʔ j ɛ ⁵⁵ + t i ⁵³ + r e ʔ ⁴ + sʰ ɑ̃ ∼ ²²	2946 396 398 399 395
6715	Atsi	animal / beast (note:+carnivore)	1769	tu²¹sat²¹	t u ²¹ + s a t ²¹	i n t + i n c t	t u ²¹ + s a t ²¹	2946 394
10077	Bola	animal / beast (note:+carnivore)	1769	sɛ̃⁵⁵ja³¹tsai⁵⁵	s ɛ̃ ∼ ⁵⁵ + /ʔ j a ³¹ + ts ai ⁵⁵	i n c t + i m n t + i n t	s ɛ̃ ∼ ⁵⁵ + /ʔ j a ³¹ + ts ai ⁵⁵	395 396 397
11602	Lashi	animal / beast (note:+carnivore)	1769	sei⁵⁵jɔ³¹	s ei ⁵⁵ + /ʔ j ɔ ³¹	i n t + i m n t	s ei - ⁵⁵ + /ʔ j ɔ ³¹	395 396
#
4056	Xiandao	animals (twelve) representing the twelve years	1856	an³⁵	/ʔ a n ³⁵	i n c t	/ʔ a n ³⁵	410
5651	Atsi	animals (twelve) representing the twelve years	1856	tsan⁵¹vut⁵⁵	ts a n ⁵¹ + v u t ⁵⁵	i n c t + i n c t	ts a n ⁵¹ + v u t ⁵⁵	9354 407
9032	Bola	animals (twelve) representing the twelve years	1856	tɛ̃⁵⁵vɛʔ⁵⁵lun³¹	t ɛ̃ ∼ ⁵⁵ + v ɛ ʔ ⁵⁵ + l u n ³¹	i n c t + i n c t + i n c t	t ɛ̃ ∼ ⁵⁵ + v ɛ ʔ ⁵⁵ + l u n ³¹	9354 408 409
#
103	Rangoon	ankle	103	tɕhe²²mjɛʔ⁴si⁵³	tɕʰ e ²² + m j ɛ ʔ ⁴ + s i ⁵³	i n t + i m n c t + i n t	tɕʰ - e - ²² + m j ɛ ʔ ⁴ + s i ⁵³	2224 417 418
1927	Achang_Longchuan	ankle	103	tɕhi⁵⁵tɔʔ⁵⁵	tɕʰ i ⁵⁵ + t ɔ ʔ ⁵⁵	i n t + i n c t	tɕʰ - i - ⁵⁵ + t ɔ ʔ ⁵⁵	2224 414
3586	Xiandao	ankle	103	chi⁵⁵tʂham³¹	ch i ⁵⁵ + tʂh a m ³¹	i n t + i n c t	ch - i - ⁵⁵ + tʂh a m ³¹	2224 416
5039	Atsi	ankle	103	ku̱²¹tʃhaŋ²¹tʃhap⁵⁵	ˀk u ²¹ + tʃʰ a ŋ ²¹ + tʃʰ a p ⁵⁵	i n t + i n c t + i n c t	ˀk u ²¹ + tʃʰ a ŋ ²¹ + tʃʰ a p ⁵⁵	415 416 414
6820	Maru	ankle	103	khjik³¹tʃhɛʔ⁵⁵	kh j i k ³¹ + tʃh ɛ ʔ ⁵⁵	i m n c t + i n c t	kh j i k ³¹ + tʃh ɛ ʔ ⁵⁵	2224 414
8450	Bola	ankle	103	khji⁵⁵tʃhɛʔ⁵⁵	khj i ⁵⁵ + tʃh ɛ ʔ ⁵⁵	i n t + i n c t	khj - i - ⁵⁵ + tʃh ɛ ʔ ⁵⁵	2224 414
#
1292	Rangoon	answer / reply	1283	phje²²	pʰ j e ²²	i m n t	pʰ j e ²²	429
3021	Achang_Longchuan	answer / reply	1283	thu³¹	tʰ u ³¹	i n t	tʰ u ³¹	428
6226	Atsi	answer / reply	1283	tu̱²¹	ˀt u ²¹	i n t	ˀt u ²¹	428
7880	Maru	answer / reply	1283	ta̱u³⁵	ˀt au ³⁵	i n t	ˀt au ³⁵	428
9592	Bola	answer / reply	1283	tu̱³⁵	ˀt u ³⁵	i n t	ˀt u ³⁵	428
11181	Lashi	answer / reply	1283	tu̱ː⁵⁵	ˀt uː ⁵⁵	i n t	ˀt uː ⁵⁵	428
#
346	Rangoon	ant	344	pɑ⁵³jwɛʔ⁴sheʔ⁴	p ɑ ⁵³ + /ʔ ɥ ɛ ʔ ⁴ + sʰ e ʔ ⁴	i n t + i m n c t + i n c t	p ɑ - ⁵³ + /ʔ ɥ ɛ ʔ ⁴ + sʰ e ʔ ⁴	437 440 441
2148	Achang_Longchuan	ant	344	tɕhi⁵⁵man⁵⁵	tɕʰ i ⁵⁵ + m a n ⁵⁵	i n t + i n c t	tɕʰ i ⁵⁵ + m a n ⁵⁵	435 13339
3795	Xiandao	ant	344	chaŋ³¹m̥an⁵⁵	ch a ŋ ³¹ + m̥ a n ⁵⁵	i n c t + i n c t	ch a ŋ ³¹ + m̥ a n ⁵⁵	442 13339
5280	Atsi	ant	344	pau⁵¹voʔ⁵⁵	p a u ⁵¹ + v o ʔ ⁵⁵	i n N t + i n c t	p a u ⁵¹ + v o ʔ ⁵⁵	437 10617
7033	Maru	ant	344	phə̆³¹ɣuk³¹	ph ə̆ ³¹ + ɣ u k ³¹	i n t + i n c t	ph ə̆ - ³¹ + ɣ u k ³¹	437 10617
8670	Bola	ant	344	phə̆³¹ɣɔʔ³¹	ph ə̆ ³¹ + ɣ ɔ ʔ ³¹	i n t + i n c t	ph ə̆ - ³¹ + ɣ ɔ ʔ ³¹	437 10617
10384	Lashi	ant	344	la³¹jɛt ³¹	l a ³¹ + /ʔ j ɛ t ³¹	i n t + i m n c t	l a ³¹ + /ʔ j ɛ t ³¹	439 440
#
113	Rangoon	anus	113	sɑ⁵³o²²	s ɑ ⁵³ + /ʔ o ²²	i n t + i n t	s ɑ - ⁵³ + /ʔ o ²²	451 455
1937	Achang_Longchuan	anus	113	tɕhi³¹tuŋ³¹tuŋ³¹	tɕʰ i ³¹ + t u ŋ ³¹ + t u ŋ ³¹	i n t + i n c t + i n c t	tɕʰ i - ³¹ + t - u ŋ ³¹ + t u ŋ ³¹	451 452 453
3595	Xiandao	anus	113	khɯ̆³¹tuŋ³¹	kh ɯ̆ ³¹ + t u ŋ ³¹	i n t + i n c t	kh ɯ̆ - ³¹ + t - u ŋ ³¹	451 452
5049	Atsi	anus	113	tʃhĭ⁵⁵toŋ²¹	tʃʰ ĭ ⁵⁵ + t o ŋ ²¹	i n t + i n c t	tʃʰ ĭ - ⁵⁵ + t - o ŋ ²¹	451 452
6829	Maru	anus	113	tʃhauk⁵⁵puŋ⁵⁵	tʃh au k ⁵⁵ + p u ŋ ⁵⁵	i n c t + i n c t	tʃh au k ⁵⁵ + p u ŋ ⁵⁵	451 454
8460	Bola	anus	113	tʃhauʔ⁵⁵	tʃh au ʔ ⁵⁵	i n c t	tʃh au ʔ ⁵⁵	451
10186	Lashi	anus	113	tʃhə̆⁵⁵khuŋ⁵⁵tuaŋ³³	tʃh ə̆ ⁵⁵ + kh u ŋ ⁵⁵ + t u a ŋ ³³	i n t + i n c t + i m n c t	tʃh ə̆ - ⁵⁵ + kh u ŋ ⁵⁵ + t u a ŋ ³³	451 454 452
#
1230	Rangoon	apply (ointment)	1223	õ²²	/ʔ õ ∼ ²²	i n c t	/ʔ õ ∼ ²²	469
2965	Achang_Longchuan	apply (ointment)	1223	phɔk⁵⁵	pʰ ɔ k ⁵⁵	i n c t	pʰ ɔ k ⁵⁵	16995
4476	Xiandao	apply (ointment)	1223	çot⁵⁵	ç o t ⁵⁵	i n c t	ç o t ⁵⁵	470
6162	Atsi	apply (ointment)	1223	ta̱p⁵⁵	ˀt a p ⁵⁵	i n c t	ˀt a p ⁵⁵	468
7822	Maru	apply (ointment)	1223	xap⁵⁵	x a p ⁵⁵	i n c t	x a p ⁵⁵	468
9529	Bola	apply (ointment)	1223	thap⁵⁵	th a p ⁵⁵	i n c t	th a p ⁵⁵	468
11130	Lashi	apply (ointment)	1223	pɔ̱ː⁵⁵	ˀp ɔː ⁵⁵	i n t	ˀp ɔː - ⁵⁵	16995
#
1778	Rangoon	arm	1761	lɛʔ⁴mɑ̃u⁵⁵	l ɛ ʔ ⁴ + m ɑ̃ u ∼ ⁵⁵	i n c t + i n N c t	l ɛ ʔ ⁴ + m ɑ̃ u ∼ ⁵⁵	6143 7254
3476	Achang_Longchuan	arm	1761	lɔʔ⁵⁵san⁵⁵	l ɔ ʔ ⁵⁵ + s a n ⁵⁵	i n c t + i n c t	l ɔ ʔ ⁵⁵ + s a n ⁵⁵	6143 476
4930	Xiandao	arm	1761	lɔʔ⁵⁵ʐum³¹	l ɔ ʔ ⁵⁵ + ʐ u m ³¹	i n c t + i n c t	l ɔ ʔ ⁵⁵ + ʐ u m ³¹	6143 480
6711	Atsi	arm	1761	loʔ²¹pu⁵⁵	l o ʔ ²¹ + p u ⁵⁵	i n c t + i n t	l o ʔ ²¹ + p - u ⁵⁵	6143 477
8344	Maru	arm	1761	lɔʔ³¹pau³⁵	l ɔ ʔ ³¹ + p au ³⁵	i n c t + i n t	l ɔ ʔ ³¹ + p - au ³⁵	6143 477
10071	Bola	arm	1761	laʔ³¹pu³⁵	l a ʔ ³¹ + p u ³⁵	i n c t + i n t	l a ʔ ³¹ + p - u ³⁵	6143 477
11598	Lashi	arm	1761	lɔʔ³¹pu⁵³	l ɔ ʔ ³¹ + /ʔ p u ⁵³	i n c t + i m n t	l ɔ ʔ ³¹ + /ʔ p u ⁵³	6143 477
12037	Old_Burmese	arm	1761	aʔ◦mo₂ṅḥ	ʔ a ⁵³ + m ʊ ŋ ⁵⁵	i n t + i n c t	ʔ a ⁵³ + m ʊ - ŋ ⁵⁵	478 7254
#
91	Rangoon	armpit	91	tɕhɑ̃i⁵⁵	tɕʰ ɑ̃ i ∼ ⁵⁵	i n N c t	tɕʰ - ɑ̃ i ∼ ⁵⁵	498
1915	Achang_Longchuan	armpit	91	kă³¹liŋ³⁵tʂhuaʔ⁵⁵	k ă ³¹ + l i ŋ ³⁵ + tʂʰ ua ʔ ⁵⁵	i n t + i n c t + i n c t	k ă ³¹ + l i ŋ ³⁵ + tʂʰ - ua ʔ ⁵⁵	19 493 494
3574	Xiandao	armpit	91	lɔʔ³¹san⁵⁵khʐoʔ⁵⁵	l ɔ ʔ ³¹ + s a n ⁵⁵ + khʐ o ʔ ⁵⁵	i n c t + i n c t + i n c t	l ɔ ʔ ³¹ + s a n ⁵⁵ + khʐ o ʔ ⁵⁵	499 500 497
5027	Atsi	armpit	91	kă²¹tʃo̱k⁵⁵khoŋ²¹	k ă ²¹ + ˀtʃ o k ⁵⁵ + kʰ o ŋ ²¹	i n t + i n c t + i n c t	k ă ²¹ + ˀtʃ o k ⁵⁵ + kʰ o ŋ ²¹	19 495 496
6808	Maru	armpit	91	lɔʔ³¹tʃhɛʔ⁵⁵	l ɔ ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t	l ɔ ʔ ³¹ + tʃh - ɛ ʔ ⁵⁵	497 494
8438	Bola	armpit	91	laʔ³¹tʃhɛʔ⁵⁵	l a ʔ ³¹ + tʃh ɛ ʔ ⁵⁵	i n c t + i n c t	l a ʔ ³¹ + tʃh - ɛ ʔ ⁵⁵	497 494
10165	Lashi	armpit	91	lɔʔ³¹tʃnap⁵⁵	l ɔ ʔ ³¹ + tʃ n a p ⁵⁵	i n c t + i m n c t	l ɔ ʔ ³¹ + tʃ n a p ⁵⁵	497 494
11819	Old_Burmese	armpit	91	khyuiṅḥ	kh j ə ŋ ⁵⁵	i m n c t	kh j ə - ŋ ⁵⁵	498
#
1167	Rangoon	arrive	1162	jɑuʔ⁴	/ʔ j ɑ u ʔ ⁴	i m n N c t	/ʔ j ɑ u ʔ ⁴	511
2908	Achang_Longchuan	arrive	1162	te³⁵	t e ³⁵	i n t	t e ³⁵	510
4426	Xiandao	arrive	1162	tɛ³⁵	t ɛ ³⁵	i n t	t ɛ ³⁵	510
6101	Atsi	arrive	1162	tʃe⁵⁵	tʃ e ⁵⁵	i n t	tʃ e ⁵⁵	510
7767	Maru	arrive	1162	tʃø³⁵	tʃ ø ³⁵	i n t	tʃ ø ³⁵	510
9473	Bola	arrive	1162	tʃø³⁵	tʃ ø ³⁵	i n t	tʃ ø ³⁵	510
11082	Lashi	arrive	1162	tʃyː⁵⁵	tʃ yː ⁵⁵	i n t	tʃ yː ⁵⁵	510
#
1012	Rangoon	arrogant / conceited	1008	mɑ²²nɑ⁵³tɕi⁵⁵	m ɑ ²² + /ʔ n ɑ ⁵³ + tɕ i ⁵⁵	i n t + i m n t + i n t	m ɑ ²² + /ʔ n ɑ ⁵³ + tɕ i ⁵⁵	521 522 523
5945	Atsi	arrogant / conceited	1008	ŋu̱t⁵⁵pun²¹	ˀŋ u t ⁵⁵ + p u n ²¹	i n c t + i n c t	ˀŋ u t ⁵⁵ + p u n ²¹	518 519
9323	Bola	arrogant / conceited	1008	ŋɔ̱̃³⁵	ˀŋ ɔ̃ ∼ ³⁵	i n c t	ˀŋ ɔ̃ ∼ ³⁵	520
#
598	Rangoon	arrow	596	hmjɑ⁵⁵	m̥ j ɑ ⁵⁵	i m n t	m̥ j ɑ - ⁵⁵	525
2380	Achang_Longchuan	arrow	596	m̥ʐua³¹	m̥ ʐ ua ³¹	i m n t	m̥ ʐ ua - ³¹	525
3975	Xiandao	arrow	596	mʐɔ³¹	mʐ ɔ ³¹	i n t	mʐ - ɔ - ³¹	525
5527	Atsi	arrow	596	lai²¹mjo²¹	l a i ²¹ + m j o ²¹	i n N t + i m n t	l a i ²¹ + m j o - ²¹	7956 525
7256	Maru	arrow	596	la³⁵mjɔk³¹	l a ³⁵ + m j ɔ k ³¹	i n t + i m n c t	l a - ³⁵ + m j ɔ k ³¹	7956 525
8916	Bola	arrow	596	li³¹ʃɿ³⁵	l i ³¹ + ʃ ɿ ³⁵	i n t + i n t	l i - ³¹ + ʃ ɿ ³⁵	7956 6825
10594	Lashi	arrow	596	mjo³³ʃɿ⁵⁵	m j o ³³ + ʃ ɿ ⁵⁵	i m n t + i n t	m j o - ³³ + ʃ ɿ ⁵⁵	525 6825
11945	Old_Burmese	arrow	596	mla	m l a ²²	i m n t	m l a - ²²	525
#
1604	Rangoon	ask / question	1589	me⁵⁵	m e ⁵⁵	i n t	m - e - ⁵⁵	539
3313	Achang_Longchuan	ask / question	1589	ȵi³¹	ȵ i ³¹	i n t	ȵ i ³¹	538
4782	Xiandao	ask / question	1589	ni³¹	n i ³¹	i n t	n i ³¹	538
6539	Atsi	ask / question	1589	mji²¹	m j i ²¹	i m n t	m j i - ²¹	539
8173	Maru	ask / question	1589	mjik⁵⁵	m j i k ⁵⁵	i m n c t	m j i k ⁵⁵	539
9900	Bola	ask / question	1589	məi³¹	m əi ³¹	i n t	m - əi - ³¹	539
11455	Lashi	ask / question	1589	mjeːi³³	m j eːi ³³	i m n t	m j eːi - ³³	539
12092	Old_Burmese	ask / question	1589	miyḥ	m ə j ⁵⁵	i n c t	m - ə j ⁵⁵	539
#
1270	Rangoon	ask s.b. to come here / fetch	1263	khɔ²²	kʰ ɔ ²²	i n t	kʰ ɔ ²²	549
3005	Achang_Longchuan	ask s.b. to come here / fetch	1263	kʐə⁵⁵	k ʐ ə ⁵⁵	i m n t	k ʐ ə ⁵⁵	14422
4512	Xiandao	ask s.b. to come here / fetch	1263	xɤ⁵⁵	x ɤ ⁵⁵	i n t	x - ɤ ⁵⁵	14422
6204	Atsi	ask s.b. to come here / fetch	1263	vut²¹	v u t ²¹	i n c t	v - u t ²¹	548
7861	Maru	ask s.b. to come here / fetch	1263	jɔ̃³¹	/ʔ j ɔ̃ ∼ ³¹	i m n c t	/ʔ j ɔ̃ ∼ ³¹	548
9570	Bola	ask s.b. to come here / fetch	1263	jɔ̃⁵⁵	/ʔ j ɔ̃ ∼ ⁵⁵	i m n c t	/ʔ j ɔ̃ ∼ ⁵⁵	548
11166	Lashi	ask s.b. to come here / fetch	1263	juːt³¹	/ʔ j uː t ³¹	i m n c t	/ʔ j uː t ³¹	548
#
913	Rangoon	askew / awry / slanting	910	sɑ̃u⁵⁵	s ɑ̃ u ∼ ⁵⁵	i n N c t	s ɑ̃ u ∼ ⁵⁵	557
2669	Achang_Longchuan	askew / awry / slanting	910	mai³¹	m ai ³¹	i n t	m ai ³¹	555
4225	Xiandao	askew / awry / slanting	910	ŋ̊am³¹	ŋ̊ a m ³¹	i n c t	ŋ̊ a m ³¹	558
5844	Atsi	askew / awry / slanting	910	jo̱n⁵⁵	ˀ/ʔ j o n ⁵⁵	i m n c t	ˀ/ʔ j o n ⁵⁵	556
7543	Maru	askew / awry / slanting	910	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t	ˀ/ʔ j a k ⁵⁵	556
9224	Bola	askew / awry / slanting	910	ja̱k⁵⁵	ˀ/ʔ j a k ⁵⁵	i m n c t	ˀ/ʔ j a k ⁵⁵	556
10870	Lashi	askew / awry / slanting	910	ju̱ːn⁵³	ˀ/ʔ j uː n ⁵³	i m n c t	ˀ/ʔ j uː n ⁵³	556
#
1544	Rangoon	asleep, fall	1531	pjɔ²²	p j ɔ ²²	i m n t	p j ɔ ²²	567
3255	Achang_Longchuan	asleep, fall	1531	e³¹ mui³⁵	/ʔ e ³¹ + m ui ³⁵	i n t + i n t	/ʔ e ³¹ + m - ui - ³⁵	563 564
4726	Xiandao	asleep, fall	1531	it⁵⁵ mui³¹	/ʔ i t ⁵⁵ + m ui ³¹	i n c t + i n t	/ʔ - i t ⁵⁵ + m - ui - ³¹	15060 564
6478	Atsi	asleep, fall	1531	ju̱p⁵⁵ to̱²¹	ˀ/ʔ j u p ⁵⁵ + ˀt o ²¹	i m n c t + i n t	ˀ/ʔ j u p ⁵⁵ + ˀt o ²¹	15060 566
8114	Maru	asleep, fall	1531	jap³¹ mji̱k⁵⁵	/ʔ j a p ³¹ + ˀm j i k ⁵⁵	i m n c t + i m n c t	/ʔ j a p ³¹ + ˀm j i k ⁵⁵	15060 564
9840	Bola	asleep, fall	1531	ja̱p⁵⁵ta̱³⁵	ˀ/ʔ j a p ⁵⁵ + ˀt a ³⁵	i m n c t + i n t	ˀ/ʔ j a p ⁵⁵ + ˀt a ³⁵	15060 566
